,data_type,material_type,year,month,type,month_current_year,month_prior_year,ytd_current,ytd_prior_year
777,Pounds of Materials Used,Non-Grain Products,2013,5,Other,12546040,10260093,58366513.0,47549793.0
778,Pounds of Materials Used,Total Non-Grain products,2013,5,Total Non-Grain products,119314561,110979434,526784443.0,469712861.0
779,Pounds of Materials Used,Total Used,2013,5,Total Used,605967987,621702752,2816870013.0,2865226281.0
780,Pounds of Materials Used,Grain Products,2013,6,Malt and malt products,370101067,389769307,2037533510.0,2124394566.0
781,Pounds of Materials Used,Grain Products,2013,6,Corn and corn products,53527463,63114556,297573337.0,374396495.0
782,Pounds of Materials Used,Grain Products,2013,6,Rice and rice products,64271218,59826990,380837199.0,356007412.0
783,Pounds of Materials Used,Grain Products,2013,6,Barley and barley products,18971859,18133225,68171671.0,61711456.0
784,Pounds of Materials Used,Grain Products,2013,6,Wheat and wheat products,3161620,3038029,16442620.0,12898943.0
785,Pounds of Materials Used,Total Grain products,2013,6,Total Grain products,510033227,533882107,2800558337.0,2929408872.0
786,Pounds of Materials Used,Non-Grain Products,2013,6,Sugar and syrups,87459068,89473918,505742949.0,464241546.0
787,Pounds of Materials Used,Non-Grain Products,2013,6,Hops (dry),12319034,12779044,60819301.0,58498602.0
788,Pounds of Materials Used,Non-Grain Products,2013,6,Hops (used as extracts),338940,474042,1985337.0,2149947.0
789,Pounds of Materials Used,Non-Grain Products,2013,6,Other,13473911,11927654,71841647.0,59481961.0
790,Pounds of Materials Used,Total Non-Grain products,2013,6,Total Non-Grain products,113590953,114654658,640389234.0,584372056.0
791,Pounds of Materials Used,Total Used,2013,6,Total Used,623624180,648536765,3440947571.0,3513780928.0
792,Pounds of Materials Used,Grain Products,2013,7,Malt and malt products,367999200,365453746,2408459032.0,2489932460.0
793,Pounds of Materials Used,Grain Products,2013,7,Corn and corn products,49297406,62909656,346874173.0,437306476.0
794,Pounds of Materials Used,Grain Products,2013,7,Rice and rice products,76426446,60381622,457840860.0,416389034.0
795,Pounds of Materials Used,Grain Products,2013,7,Barley and barley products,9479272,9618491,78446792.0,71375423.0
796,Pounds of Materials Used,Grain Products,2013,7,Wheat and wheat products,2159949,2062727,18630593.0,14982861.0
797,Pounds of Materials Used,Total Grain products,2013,7,Total Grain products,505362273,500426242,3310251450.0,3429986254.0
798,Pounds of Materials Used,Non-Grain Products,2013,7,Sugar and syrups,89540845,92544473,595308571.0,556786019.0
799,Pounds of Materials Used,Non-Grain Products,2013,7,Hops (dry),11044977,12218257,71895795.0,70718223.0
800,Pounds of Materials Used,Non-Grain Products,2013,7,Hops (used as extracts),345552,393114,2330937.0,2543061.0
801,Pounds of Materials Used,Non-Grain Products,2013,7,Other,13505472,10561030,85399277.0,70042991.0
802,Pounds of Materials Used,Total Non-Grain products,2013,7,Total Non-Grain products,114436846,115716874,754934580.0,700090294.0
803,Pounds of Materials Used,Total Used,2013,7,Total Used,619799119,616143116,4065186030.0,4130076548.0
804,Pounds of Materials Used,Grain Products,2013,8,Malt and malt products,339968116,363026092,2748512374.0,2852958552.0
805,Pounds of Materials Used,Grain Products,2013,8,Corn and corn products,50568490,53320491,397442663.0,490626967.0
806,Pounds of Materials Used,Grain Products,2013,8,Rice and rice products,66799703,65214228,524640563.0,481603262.0
807,Pounds of Materials Used,Grain Products,2013,8,Barley and barley products,10069803,8648582,88589643.0,80024005.0
808,Pounds of Materials Used,Grain Products,2013,8,Wheat and wheat products,1940771,2305077,20572464.0,17287938.0
809,Pounds of Materials Used,Total Grain products,2013,8,Total Grain products,469346883,492514470,3779757707.0,3922500724.0
810,Pounds of Materials Used,Non-Grain Products,2013,8,Sugar and syrups,79896297,77157136,675204944.0,633943155.0
811,Pounds of Materials Used,Non-Grain Products,2013,8,Hops (dry),1670049,10385936,73568514.0,81104159.0
812,Pounds of Materials Used,Non-Grain Products,2013,8,Hops (used as extracts),324649,470391,2655590.0,3013452.0
813,Pounds of Materials Used,Non-Grain Products,2013,8,Other,13373297,10627949,98772814.0,80670940.0
814,Pounds of Materials Used,Total Non-Grain products,2013,8,Total Non-Grain products,95264292,98641412,850201862.0,798731706.0
815,Pounds of Materials Used,Total Used,2013,8,Total Used,564611175,591155882,4629959569.0,4721232430.0
816,Pounds of Materials Used,Grain Products,2013,9,Malt and malt products,303711377,340132804,3054364684.0,3192655606.0
817,Pounds of Materials Used,Grain Products,2013,9,Corn and corn products,51834721,50321940,449278053.0,540948907.0
818,Pounds of Materials Used,Grain Products,2013,9,Rice and rice products,53400257,62349936,578040830.0,543956009.0
819,Pounds of Materials Used,Grain Products,2013,9,Barley and barley products,19626718,18714638,109001857.0,98791323.0
820,Pounds of Materials Used,Grain Products,2013,9,Wheat and wheat products,2861762,2834683,23549131.0,20122621.0
821,Pounds of Materials Used,Total Grain products,2013,9,Total Grain products,431434835,474354001,4214234555.0,4396474466.0
822,Pounds of Materials Used,Non-Grain Products,2013,9,Sugar and syrups,62065299,65309278,738123009.0,699254333.0
823,Pounds of Materials Used,Non-Grain Products,2013,9,Hops (dry),2339398,10275173,75948139.0,91381344.0
824,Pounds of Materials Used,Non-Grain Products,2013,9,Hops (used as extracts),310392,301054,2966019.0,3314506.0
825,Pounds of Materials Used,Non-Grain Products,2013,9,Other,12336644,11343170,110348504.0,92014110.0
826,Pounds of Materials Used,Total Non-Grain products,2013,9,Total Non-Grain products,77051733,87228675,927385671.0,885964293.0
827,Pounds of Materials Used,Total Used,2013,9,Total Used,508486568,561582676,5141620226.0,5282438759.0
828,Pounds of Materials Used,Grain Products,2013,10,Malt and malt products,321371392,322106596,3378984706.0,3514870999.0
829,Pounds of Materials Used,Grain Products,2013,10,Corn and corn products,53528251,50852126,502810079.0,591801033.0
830,Pounds of Materials Used,Grain Products,2013,10,Rice and rice products,54082902,59886704,632126140.0,603842713.0
831,Pounds of Materials Used,Grain Products,2013,10,Barley and barley products,10271881,9689002,120056914.0,109525560.0
832,Pounds of Materials Used,Grain Products,2013,10,Wheat and wheat products,1915107,1788100,25599420.0,21936476.0
833,Pounds of Materials Used,Total Grain products,2013,10,Total Grain products,441169533,444322528,4659577259.0,4841976781.0
834,Pounds of Materials Used,Non-Grain Products,2013,10,Sugar and syrups,66002563,70186429,804207430.0,769441871.0
835,Pounds of Materials Used,Non-Grain Products,2013,10,Hops (dry),1681113,9516910,77886052.0,100914245.0
836,Pounds of Materials Used,Non-Grain Products,2013,10,Hops (used as extracts),325023,309173,3291167.0,3623679.0
837,Pounds of Materials Used,Non-Grain Products,2013,10,Other,11808695,10280000,122330717.0,102300160.0
838,Pounds of Materials Used,Total Non-Grain products,2013,10,Total Non-Grain products,79817394,90292512,1007715366.0,976279955.0
839,Pounds of Materials Used,Total Used,2013,10,Total Used,520986927,534615040,5667292625.0,5818256736.0
840,Pounds of Materials Used,Grain Products,2013,11,Malt and malt products,275715285,296562303,3659909420.0,3812173262.0
841,Pounds of Materials Used,Grain Products,2013,11,Corn and corn products,41543251,44982069,544355266.0,636783102.0
842,Pounds of Materials Used,Grain Products,2013,11,Rice and rice products,44402687,61083530,676530004.0,664926243.0
843,Pounds of Materials Used,Grain Products,2013,11,Barley and barley products,7902110,7856399,128378617.0,117505762.0
844,Pounds of Materials Used,Grain Products,2013,11,Wheat and wheat products,1331387,1745472,27021360.0,23694250.0
845,Pounds of Materials Used,Total Grain products,2013,11,Total Grain products,370894720,412229773,5036194667.0,5255082619.0
846,Pounds of Materials Used,Non-Grain Products,2013,11,Sugar and syrups,58514321,64916838,862737634.0,834366327.0
847,Pounds of Materials Used,Non-Grain Products,2013,11,Hops (dry),1440544,10638921,79484744.0,111569108.0
848,Pounds of Materials Used,Non-Grain Products,2013,11,Hops (used as extracts),282732,303293,3573899.0,3927082.0
849,Pounds of Materials Used,Non-Grain Products,2013,11,Other,11793486,9686138,134153180.0,111986298.0
850,Pounds of Materials Used,Total Non-Grain products,2013,11,Total Non-Grain products,72031083,85545190,1079949457.0,1061848815.0
851,Pounds of Materials Used,Total Used,2013,11,Total Used,442925803,497774963,6116144124.0,6316931434.0
852,Pounds of Materials Used,Grain Products,2013,12,Malt and malt products,294248188,304550475,3955223955.0,4116730037.0
853,Pounds of Materials Used,Grain Products,2013,12,Corn and corn products,48242094,43813833,592598072.0,680596935.0
854,Pounds of Materials Used,Grain Products,2013,12,Rice and rice products,47832575,51999232,724365175.0,716927663.0
855,Pounds of Materials Used,Grain Products,2013,12,Barley and barley products,19579344,18068006,153349946.0,135573728.0
856,Pounds of Materials Used,Grain Products,2013,12,Wheat and wheat products,2311377,2110474,29853282.0,25809942.0
857,Pounds of Materials Used,Total Grain products,2013,12,Total Grain products,412213578,420542020,5455390430.0,5675638305.0
858,Pounds of Materials Used,Non-Grain Products,2013,12,Sugar and syrups,61764460,59685172,924712042.0,894052849.0
859,Pounds of Materials Used,Non-Grain Products,2013,12,Hops (dry),2129685,7980386,81827074.0,119551476.0
860,Pounds of Materials Used,Non-Grain Products,2013,12,Hops (used as extracts),312373,388398,3887149.0,4431335.0
861,Pounds of Materials Used,Non-Grain Products,2013,12,Other,12527321,9607217,147200976.0,121593615.0
862,Pounds of Materials Used,Total Non-Grain products,2013,12,Total Non-Grain products,76733839,77661173,1157627241.0,1139629275.0
863,Pounds of Materials Used,Total Used,2013,12,Total Used,488947417,498203193,6613017671.0,6815267580.0
864,Pounds of Materials Used,Grain Products,2014,1,Malt and malt products,315728713,327069448,315728713.0,327069448.0
865,Pounds of Materials Used,Grain Products,2014,1,Corn and corn products,60186876,50616106,60186876.0,50616106.0
866,Pounds of Materials Used,Grain Products,2014,1,Rice and rice products,52099471,62177066,52099471.0,62177066.0
867,Pounds of Materials Used,Grain Products,2014,1,Barley and barley products,8185386,8196315,8185386.0,8196315.0
868,Pounds of Materials Used,Grain Products,2014,1,Wheat and wheat products,1372263,1544976,1372263.0,1544976.0
869,Pounds of Materials Used,Total Grain products,2014,1,Total Grain products,437572709,449603911,437572709.0,449603911.0
870,Pounds of Materials Used,Non-Grain Products,2014,1,Sugar and syrups,72039259,72879470,72039259.0,72879470.0
871,Pounds of Materials Used,Non-Grain Products,2014,1,Hops (dry),1890937,9187873,1890937.0,9187873.0
872,Pounds of Materials Used,Non-Grain Products,2014,1,Hops (used as extracts),298281,323622,298281.0,323622.0
873,Pounds of Materials Used,Non-Grain Products,2014,1,Other,10970144,10673892,10970144.0,10673892.0
874,Pounds of Materials Used,Total Non-Grain products,2014,1,Total Non-Grain products,85198621,93064857,85198621.0,93064857.0
875,Pounds of Materials Used,Total Used,2014,1,Total Used,522771330,542668768,522771330.0,542668768.0
876,Pounds of Materials Used,Grain Products,2014,2,Malt and malt products,293750079,312151626,609795673.0,639221074.0
877,Pounds of Materials Used,Grain Products,2014,2,Corn and corn products,49718568,46512356,109905444.0,97128462.0
878,Pounds of Materials Used,Grain Products,2014,2,Rice and rice products,48969378,62159433,101068849.0,124336499.0
879,Pounds of Materials Used,Grain Products,2014,2,Barley and barley products,8893650,7575271,17121586.0,15771586.0
880,Pounds of Materials Used,Grain Products,2014,2,Wheat and wheat products,2120033,1862221,3506618.0,3407197.0
881,Pounds of Materials Used,Total Grain products,2014,2,Total Grain products,403451708,430260907,841398170.0,879864818.0
882,Pounds of Materials Used,Non-Grain Products,2014,2,Sugar and syrups,74414600,71270638,146457659.0,144150108.0
883,Pounds of Materials Used,Non-Grain Products,2014,2,Hops (dry),1733845,9480187,3631050.0,18669729.0
884,Pounds of Materials Used,Non-Grain Products,2014,2,Hops (used as extracts),298524,324711,596805.0,648443.0
885,Pounds of Materials Used,Non-Grain Products,2014,2,Other,11645142,9280218,22615352.0,19954110.0
886,Pounds of Materials Used,Total Non-Grain products,2014,2,Total Non-Grain products,88092111,90355754,173300866.0,183422390.0
887,Pounds of Materials Used,Total Used,2014,2,Total Used,491543819,520616661,1014699036.0,1063287208.0
888,Pounds of Materials Used,Grain Products,2014,3,Malt and malt products,335350528,343473172,945861951.0,970896568.0
889,Pounds of Materials Used,Grain Products,2014,3,Corn and corn products,53923554,47317645,163828998.0,144446107.0
890,Pounds of Materials Used,Grain Products,2014,3,Rice and rice products,48705125,62869257,150113227.0,187208379.0
891,Pounds of Materials Used,Grain Products,2014,3,Barley and barley products,20694786,17815158,38581325.0,33586744.0
892,Pounds of Materials Used,Grain Products,2014,3,Wheat and wheat products,3621626,3100690,7152963.0,6507887.0
893,Pounds of Materials Used,Total Grain products,2014,3,Total Grain products,462295619,474575922,1305538464.0,1342645685.0
894,Pounds of Materials Used,Non-Grain Products,2014,3,Sugar and syrups,86871712,85795386,233356445.0,229948594.0
895,Pounds of Materials Used,Non-Grain Products,2014,3,Hops (dry),3719722,9899412,7371739.0,28578312.0
896,Pounds of Materials Used,Non-Grain Products,2014,3,Hops (used as extracts),351254,382793,948662.0,1031236.0
897,Pounds of Materials Used,Non-Grain Products,2014,3,Other,13362414,14019036,36011262.0,33978578.0
898,Pounds of Materials Used,Total Non-Grain products,2014,3,Total Non-Grain products,104305102,110096627,277688108.0,293536720.0
899,Pounds of Materials Used,Total Used,2014,3,Total Used,566600721,584672549,1583226572.0,1636182405.0
900,Pounds of Materials Used,Grain Products,2014,4,Malt and malt products,314317091,328618388,1260785227.0,1299523432.0
901,Pounds of Materials Used,Grain Products,2014,4,Corn and corn products,51063013,46416330,214892481.0,190862437.0
902,Pounds of Materials Used,Grain Products,2014,4,Rice and rice products,55893495,63585513,206019909.0,250793892.0
903,Pounds of Materials Used,Grain Products,2014,4,Barley and barley products,10091164,8414646,49985672.0,42001765.0
904,Pounds of Materials Used,Grain Products,2014,4,Wheat and wheat products,2547858,2348704,9720106.0,8857344.0
905,Pounds of Materials Used,Total Grain products,2014,4,Total Grain products,433912621,449383581,1741403395.0,1792038870.0
906,Pounds of Materials Used,Non-Grain Products,2014,4,Sugar and syrups,83132566,92283590,316491705.0,322232184.0
907,Pounds of Materials Used,Non-Grain Products,2014,4,Hops (dry),2167689,9833771,9588084.0,38412544.0
908,Pounds of Materials Used,Non-Grain Products,2014,4,Hops (used as extracts),321444,302727,1270106.0,1333963.0
909,Pounds of Materials Used,Non-Grain Products,2014,4,Other,13188832,11932156,49303125.0,45934572.0
910,Pounds of Materials Used,Total Non-Grain products,2014,4,Total Non-Grain products,98810531,114352244,376653020.0,407913263.0
911,Pounds of Materials Used,Total Used,2014,4,Total Used,532723152,563735825,2118056415.0,2199952133.0
912,Pounds of Materials Used,Grain Products,2014,5,Malt and malt products,332831907,354357234,1589521043.0,1653880666.0
913,Pounds of Materials Used,Grain Products,2014,5,Corn and corn products,59741914,53185970,274634445.0,244048407.0
914,Pounds of Materials Used,Grain Products,2014,5,Rice and rice products,59209512,66094607,265229434.0,316888499.0
915,Pounds of Materials Used,Grain Products,2014,5,Barley and barley products,11263219,9376068,61298879.0,51402085.0
916,Pounds of Materials Used,Grain Products,2014,5,Wheat and wheat products,3267690,4812341,13014583.0,13673463.0
917,Pounds of Materials Used,Total Grain products,2014,5,Total Grain products,466314242,487826220,2203698384.0,2279893120.0
918,Pounds of Materials Used,Non-Grain Products,2014,5,Sugar and syrups,81403402,96974214,397893884.0,419206398.0
919,Pounds of Materials Used,Non-Grain Products,2014,5,Hops (dry),2173226,10312982,11787675.0,48725979.0
920,Pounds of Materials Used,Non-Grain Products,2014,5,Hops (used as extracts),345805,323335,1615913.0,1657298.0
921,Pounds of Materials Used,Non-Grain Products,2014,5,Other,15253410,11739485,64563566.0,57674057.0
922,Pounds of Materials Used,Total Non-Grain products,2014,5,Total Non-Grain products,99175843,119350016,475861038.0,527263732.0
923,Pounds of Materials Used,Total Used,2014,5,Total Used,565490085,607176236,2679559422.0,2807156852.0
924,Pounds of Materials Used,Grain Products,2014,6,Malt and malt products,382399712,375886808,1973260240.0,2029825018.0
925,Pounds of Materials Used,Grain Products,2014,6,Corn and corn products,59290119,53531753,333925094.0,297580160.0
926,Pounds of Materials Used,Grain Products,2014,6,Rice and rice products,47368927,64525428,312600961.0,381416558.0
927,Pounds of Materials Used,Grain Products,2014,6,Barley and barley products,23906204,22149035,85519096.0,73551120.0
928,Pounds of Materials Used,Grain Products,2014,6,Wheat and wheat products,4273103,3448969,17324857.0,17122432.0
929,Pounds of Materials Used,Total Grain products,2014,6,Total Grain products,517238065,519541993,2722630248.0,2799495288.0
930,Pounds of Materials Used,Non-Grain Products,2014,6,Sugar and syrups,78715950,87561138,476568634.0,506767536.0
931,Pounds of Materials Used,Non-Grain Products,2014,6,Hops (dry),2894437,12674247,14757533.0,61421591.0
932,Pounds of Materials Used,Non-Grain Products,2014,6,Hops (used as extracts),403502,339972,2019639.0,1997270.0
933,Pounds of Materials Used,Non-Grain Products,2014,6,Other,32242095,13946787,97712523.0,72053356.0
934,Pounds of Materials Used,Total Non-Grain products,2014,6,Total Non-Grain products,114255984,114522144,591058329.0,642239753.0
935,Pounds of Materials Used,Total Used,2014,6,Total Used,631494049,634064137,3313688577.0,3441735041.0
936,Pounds of Materials Used,Grain Products,2014,7,Malt and malt products,370565836,360125547,2345448196.0,2389952141.0
937,Pounds of Materials Used,Grain Products,2014,7,Corn and corn products,47760795,49297406,381693740.0,346877566.0
938,Pounds of Materials Used,Grain Products,2014,7,Rice and rice products,64828200,76426446,377429201.0,457843004.0
939,Pounds of Materials Used,Grain Products,2014,7,Barley and barley products,11164504,9277184,97164326.0,82828304.0
940,Pounds of Materials Used,Grain Products,2014,7,Wheat and wheat products,4202335,2203886,21578384.0,19326318.0
941,Pounds of Materials Used,Total Grain products,2014,7,Total Grain products,498521670,497330469,3223313847.0,3296827333.0
942,Pounds of Materials Used,Non-Grain Products,2014,7,Sugar and syrups,79758226,89551409,556332616.0,596318945.0
943,Pounds of Materials Used,Non-Grain Products,2014,7,Hops (dry),2423064,11087978,17214075.0,72510072.0
944,Pounds of Materials Used,Non-Grain Products,2014,7,Hops (used as extracts),339167,345771,2358813.0,2343051.0
945,Pounds of Materials Used,Non-Grain Products,2014,7,Other,25013032,13661124,122889450.0,85767618.0
946,Pounds of Materials Used,Total Non-Grain products,2014,7,Total Non-Grain products,107533489,114646282,698794954.0,756939686.0
947,Pounds of Materials Used,Total Used,2014,7,Total Used,606055159,611976751,3922108801.0,4053767019.0
948,Pounds of Materials Used,Grain Products,2014,8,Malt and malt products,342497886,341606073,2691379668.0,2731783081.0
949,Pounds of Materials Used,Grain Products,2014,8,Corn and corn products,49539298,50568490,431234151.0,397446056.0
950,Pounds of Materials Used,Grain Products,2014,8,Rice and rice products,58158328,66799703,435587566.0,524642707.0
951,Pounds of Materials Used,Grain Products,2014,8,Barley and barley products,10774103,10126876,108299529.0,93205938.0
952,Pounds of Materials Used,Grain Products,2014,8,Wheat and wheat products,3109619,1983239,24757303.0,21316066.0
953,Pounds of Materials Used,Total Grain products,2014,8,Total Grain products,464079234,471084381,3691258217.0,3768393848.0
954,Pounds of Materials Used,Non-Grain Products,2014,8,Sugar and syrups,84424807,79941067,640864844.0,676260012.0
955,Pounds of Materials Used,Non-Grain Products,2014,8,Hops (dry),1835895,1714203,19122021.0,74232189.0
956,Pounds of Materials Used,Non-Grain Products,2014,8,Hops (used as extracts),312437,325156,2671251.0,2668207.0
957,Pounds of Materials Used,Non-Grain Products,2014,8,Other,13675594,13504877,136835221.0,99272495.0
958,Pounds of Materials Used,Total Non-Grain products,2014,8,Total Non-Grain products,100248733,95485303,799493337.0,852432903.0
959,Pounds of Materials Used,Total Used,2014,8,Total Used,564327967,566569684,4490751554.0,4620826751.0
960,Pounds of Materials Used,Grain Products,2014,9,Malt and malt products,346653525,307559729,3039062414.0,3039428187.0
961,Pounds of Materials Used,Grain Products,2014,9,Corn and corn products,46554596,51840823,477789335.0,449287004.0
962,Pounds of Materials Used,Grain Products,2014,9,Rice and rice products,56748056,53402214,492367977.0,578047618.0
963,Pounds of Materials Used,Grain Products,2014,9,Barley and barley products,25194159,23147906,134710257.0,116322421.0
964,Pounds of Materials Used,Grain Products,2014,9,Wheat and wheat products,3802119,3122565,28615449.0,24436890.0
965,Pounds of Materials Used,Total Grain products,2014,9,Total Grain products,478952455,439073237,4172545432.0,4207522120.0
966,Pounds of Materials Used,Non-Grain Products,2014,9,Sugar and syrups,71386473,62226609,712256043.0,738486191.0
967,Pounds of Materials Used,Non-Grain Products,2014,9,Hops (dry),4289504,2539867,23443946.0,76772419.0
968,Pounds of Materials Used,Non-Grain Products,2014,9,Hops (used as extracts),341156,313215,3012682.0,2981420.0
969,Pounds of Materials Used,Non-Grain Products,2014,9,Other,17318046,13103408,154189235.0,112375903.0
970,Pounds of Materials Used,Total Non-Grain products,2014,9,Total Non-Grain products,93335179,78183099,892901906.0,930615933.0
971,Pounds of Materials Used,Total Used,2014,9,Total Used,572287634,517256336,5065447338.0,5138138053.0
972,Pounds of Materials Used,Grain Products,2014,10,Malt and malt products,329412159,312261696,3370629014.0,3351689883.0
973,Pounds of Materials Used,Grain Products,2014,10,Corn and corn products,46194312,53528251,523987528.0,502815255.0
974,Pounds of Materials Used,Grain Products,2014,10,Rice and rice products,54599783,54082902,546973999.0,632130520.0
975,Pounds of Materials Used,Grain Products,2014,10,Barley and barley products,14289508,10645788,149588604.0,127062119.0
976,Pounds of Materials Used,Grain Products,2014,10,Wheat and wheat products,1872895,1931153,30532090.0,26370777.0
977,Pounds of Materials Used,Total Grain products,2014,10,Total Grain products,446368657,432449790,4621711235.0,4640068554.0
978,Pounds of Materials Used,Non-Grain Products,2014,10,Sugar and syrups,77825404,66040485,790120149.0,804526862.0
979,Pounds of Materials Used,Non-Grain Products,2014,10,Hops (dry),1899541,1707754,25414759.0,78481901.0
980,Pounds of Materials Used,Non-Grain Products,2014,10,Hops (used as extracts),334633,325324,3347317.0,3306744.0
981,Pounds of Materials Used,Non-Grain Products,2014,10,Other,13016053,12001888,167668703.0,124378782.0
982,Pounds of Materials Used,Total Non-Grain products,2014,10,Total Non-Grain products,93075631,80075451,986550928.0,1010694289.0
983,Pounds of Materials Used,Total Used,2014,10,Total Used,539444288,512525241,5608262163.0,5650762843.0
984,Pounds of Materials Used,Grain Products,2014,11,Malt and malt products,272737485,271089070,3641478336.0,3622812237.0
985,Pounds of Materials Used,Grain Products,2014,11,Corn and corn products,38032693,41886629,562018640.0,544701884.0
986,Pounds of Materials Used,Grain Products,2014,11,Rice and rice products,47373098,44402687,594337150.0,676533207.0
987,Pounds of Materials Used,Grain Products,2014,11,Barley and barley products,10643784,8365993,160765839.0,135687618.0
988,Pounds of Materials Used,Grain Products,2014,11,Wheat and wheat products,1345356,1494754,31911201.0,27882526.0
989,Pounds of Materials Used,Total Grain products,2014,11,Total Grain products,370132416,367239133,4990511166.0,5007617472.0
990,Pounds of Materials Used,Non-Grain Products,2014,11,Sugar and syrups,61665023,58751413,851790010.0,863280473.0
991,Pounds of Materials Used,Non-Grain Products,2014,11,Hops (dry),1492949,1482052,26905625.0,79970421.0
992,Pounds of Materials Used,Non-Grain Products,2014,11,Hops (used as extracts),262480,282855,3610248.0,3589599.0
993,Pounds of Materials Used,Non-Grain Products,2014,11,Other,13116911,11916608,180982725.0,136297370.0
994,Pounds of Materials Used,Total Non-Grain products,2014,11,Total Non-Grain products,76537363,72432928,1063288608.0,1083137863.0
995,Pounds of Materials Used,Total Used,2014,11,Total Used,446669779,439672061,6053799774.0,6090755335.0
996,Pounds of Materials Used,Grain Products,2014,12,Malt and malt products,153777615,293175220,3798221225.0,3915991903.0
997,Pounds of Materials Used,Grain Products,2014,12,Corn and corn products,30884481,48552945,592901569.0,593254604.0
998,Pounds of Materials Used,Grain Products,2014,12,Rice and rice products,44864070,47832369,639204402.0,724368200.0
999,Pounds of Materials Used,Grain Products,2014,12,Barley and barley products,9077439,22171656,167310480.0,157842071.0
1000,Pounds of Materials Used,Grain Products,2014,12,Wheat and wheat products,946014,2613276,32897320.0,30494295.0
1001,Pounds of Materials Used,Total Grain products,2014,12,Total Grain products,239549619,414345466,5230534996.0,5421951073.0
1002,Pounds of Materials Used,Non-Grain Products,2014,12,Sugar and syrups,11292897,62038185,863154300.0,925318166.0
1003,Pounds of Materials Used,Non-Grain Products,2014,12,Hops (dry),284055954,2271667,310959703.0,82241820.0
1004,Pounds of Materials Used,Non-Grain Products,2014,12,Hops (used as extracts),42981,312845,3653284.0,3902444.0
1005,Pounds of Materials Used,Non-Grain Products,2014,12,Other,2442418,13132168,183516364.0,149429534.0
1006,Pounds of Materials Used,Total Non-Grain products,2014,12,Total Non-Grain products,297834250,77754865,1361283651.0,1160891964.0
1007,Pounds of Materials Used,Total Used,2014,12,Total Used,537383869,492100331,6591818647.0,6582843037.0
1008,Pounds of Materials Used,Grain Products,2015,1,Malt and malt products,314189672,314189672,,
1009,Pounds of Materials Used,Grain Products,2015,1,Corn and corn products,59759340,59759340,,
1010,Pounds of Materials Used,Grain Products,2015,1,Rice and rice products,52438465,52438465,,
1011,Pounds of Materials Used,Grain Products,2015,1,Barley and barley products,8728262,8728262,,
1012,Pounds of Materials Used,Grain Products,2015,1,Wheat and wheat products,1316582,1316582,,
1013,Pounds of Materials Used,Total Grain products,2015,1,Total Grain products,436432321,436432321,,
1014,Pounds of Materials Used,Non-Grain Products,2015,1,Sugar and syrups,71798065,71798065,,
1015,Pounds of Materials Used,Non-Grain Products,2015,1,Hops (dry),1899000,1899000,,
1016,Pounds of Materials Used,Non-Grain Products,2015,1,Hops (used as extracts),298514,298514,,
1017,Pounds of Materials Used,Non-Grain Products,2015,1,Other,11573104,11573104,,
1018,Pounds of Materials Used,Total Non-Grain products,2015,1,Total Non-Grain products,85568683,85568683,,
1019,Pounds of Materials Used,Total Used,2015,1,Total Used,522001004,522001004,,
1020,Pounds of Materials Used,Grain Products,2015,2,Malt and malt products,292567431,606757103,,
1021,Pounds of Materials Used,Grain Products,2015,2,Corn and corn products,49291032,109050372,,
1022,Pounds of Materials Used,Grain Products,2015,2,Rice and rice products,48975137,101413602,,
1023,Pounds of Materials Used,Grain Products,2015,2,Barley and barley products,9108543,17836805,,
1024,Pounds of Materials Used,Grain Products,2015,2,Wheat and wheat products,2060046,3376628,,
1025,Pounds of Materials Used,Total Grain products,2015,2,Total Grain products,402002189,838434510,,
1026,Pounds of Materials Used,Non-Grain Products,2015,2,Sugar and syrups,74138605,145936670,,
1027,Pounds of Materials Used,Non-Grain Products,2015,2,Hops (dry),1754927,3653927,,
1028,Pounds of Materials Used,Non-Grain Products,2015,2,Hops (used as extracts),298894,597408,,
1029,Pounds of Materials Used,Non-Grain Products,2015,2,Other,12263652,23836756,,
1030,Pounds of Materials Used,Total Non-Grain products,2015,2,Total Non-Grain products,88456078,174024761,,
1031,Pounds of Materials Used,Total Used,2015,2,Total Used,490458267,1012459271,,
1032,Pounds of Materials Used,Grain Products,2015,3,Malt and malt products,319448327,926205430,,
1033,Pounds of Materials Used,Grain Products,2015,3,Corn and corn products,53588473,162638845,,
1034,Pounds of Materials Used,Grain Products,2015,3,Rice and rice products,48710754,150126447,,
1035,Pounds of Materials Used,Grain Products,2015,3,Barley and barley products,22013439,39850244,,
1036,Pounds of Materials Used,Grain Products,2015,3,Wheat and wheat products,3719861,7096489,,
1037,Pounds of Materials Used,Total Grain products,2015,3,Total Grain products,447480854,1285917455,,
1038,Pounds of Materials Used,Non-Grain Products,2015,3,Sugar and syrups,82468474,228405144,,
1039,Pounds of Materials Used,Non-Grain Products,2015,3,Hops (dry),3743541,7397468,,
1040,Pounds of Materials Used,Non-Grain Products,2015,3,Hops (used as extracts),321462,918870,,
1041,Pounds of Materials Used,Non-Grain Products,2015,3,Other,14164052,38000808,,
1042,Pounds of Materials Used,Total Non-Grain products,2015,3,Total Non-Grain products,100697529,274722290,,
1043,Pounds of Materials Used,Total Used,2015,3,Total Used,548178383,1560639745,,
