,data_type,material_type,year,month,type,month_current_year,month_prior_year,ytd_current,ytd_prior_year
254,Pounds of Materials Used,Grain Products,2009,10,Rice and rice products,55167784,59408025,620696534.0,702926930.0
255,Pounds of Materials Used,Grain Products,2009,10,Barley and barley products,3615556,3209706,49428647.0,48872518.0
256,Pounds of Materials Used,Grain Products,2009,10,Wheat and wheat products,1025133,1431903,15569364.0,16001503.0
257,Pounds of Materials Used,Total Grain products,2009,10,Total Grain products,448685527,480840784,5030089007.0,5248552186.0
258,Pounds of Materials Used,Non-Grain Products,2009,10,Sugar and syrups,47840939,42888353,647426679.0,761596179.0
259,Pounds of Materials Used,Non-Grain Products,2009,10,Hops (dry),1326445,3775472,53227307.0,49463068.0
260,Pounds of Materials Used,Non-Grain Products,2009,10,Hops (used as extracts),302264,337194,3566970.0,5418406.0
261,Pounds of Materials Used,Non-Grain Products,2009,10,Other,8944515,1568431,84768249.0,17154896.0
262,Pounds of Materials Used,Total Non-Grain products,2009,10,Total Non-Grain products,58414163,48569450,788989205.0,833632549.0
263,Pounds of Materials Used,Total Used,2009,10,Total Used,507099690,529410234,5819078212.0,6082184735.0
264,Pounds of Materials Used,Grain Products,2009,11,Malt and malt products,309688888,322745041,4043461219.0,4180363274.0
265,Pounds of Materials Used,Grain Products,2009,11,Corn and corn products,47018983,53628776,659865353.0,676784555.0
266,Pounds of Materials Used,Grain Products,2009,11,Rice and rice products,50460060,54641934,671893628.0,757569966.0
267,Pounds of Materials Used,Grain Products,2009,11,Barley and barley products,3374449,3308406,53652072.0,52186914.0
268,Pounds of Materials Used,Grain Products,2009,11,Wheat and wheat products,1116613,959328,16822657.0,16962353.0
269,Pounds of Materials Used,Total Grain products,2009,11,Total Grain products,411658993,435283485,5445694929.0,5683867062.0
270,Pounds of Materials Used,Non-Grain Products,2009,11,Sugar and syrups,44926666,44057218,692382199.0,805653683.0
271,Pounds of Materials Used,Non-Grain Products,2009,11,Hops (dry),4442654,3898068,57737734.0,53361520.0
272,Pounds of Materials Used,Non-Grain Products,2009,11,Hops (used as extracts),289240,329820,3856410.0,5748226.0
273,Pounds of Materials Used,Non-Grain Products,2009,11,Other,9915569,1249150,94958272.0,18422139.0
274,Pounds of Materials Used,Total Non-Grain products,2009,11,Total Non-Grain products,59574129,49534256,848934615.0,883185568.0
275,Pounds of Materials Used,Total Used,2009,11,Total Used,471233122,484817741,6294629544.0,6567052630.0
276,Pounds of Materials Used,Grain Products,2009,12,Malt and malt products,302237874,320419845,4345699093.0,4500783119.0
277,Pounds of Materials Used,Grain Products,2009,12,Corn and corn products,45851254,49920086,705716607.0,726704641.0
278,Pounds of Materials Used,Grain Products,2009,12,Rice and rice products,51919861,62442510,723813489.0,820016177.0
279,Pounds of Materials Used,Grain Products,2009,12,Barley and barley products,7271474,6402978,60923546.0,58589892.0
280,Pounds of Materials Used,Grain Products,2009,12,Wheat and wheat products,1851868,1425858,18674525.0,18388211.0
281,Pounds of Materials Used,Total Grain products,2009,12,Total Grain products,409132331,440611277,5854827260.0,6124482040.0
282,Pounds of Materials Used,Non-Grain Products,2009,12,Sugar and syrups,39077880,39033948,731460079.0,844687631.0
283,Pounds of Materials Used,Non-Grain Products,2009,12,Hops (dry),3887961,1616474,61625695.0,54977994.0
284,Pounds of Materials Used,Non-Grain Products,2009,12,Hops (used as extracts),260877,272970,4117287.0,6021196.0
285,Pounds of Materials Used,Non-Grain Products,2009,12,Other,8051559,1663664,103009831.0,20085803.0
286,Pounds of Materials Used,Total Non-Grain products,2009,12,Total Non-Grain products,51278277,42587056,900212892.0,925772624.0
287,Pounds of Materials Used,Total Used,2009,12,Total Used,460410608,483198333,6755040152.0,7050254664.0
288,Pounds of Materials Used,Grain Products,2010,1,Malt and malt products,330304432,361377478,330304432.0,361377478.0
289,Pounds of Materials Used,Grain Products,2010,1,Corn and corn products,56705162,63115693,56705162.0,63115693.0
290,Pounds of Materials Used,Grain Products,2010,1,Rice and rice products,59701345,59961083,59701345.0,59961083.0
291,Pounds of Materials Used,Grain Products,2010,1,Barley and barley products,3668374,2169601,3668374.0,2169601.0
292,Pounds of Materials Used,Grain Products,2010,1,Wheat and wheat products,1409685,873714,1409685.0,873714.0
293,Pounds of Materials Used,Total Grain products,2010,1,Total Grain products,451788998,487497569,451788998.0,487497569.0
294,Pounds of Materials Used,Non-Grain Products,2010,1,Sugar and syrups,47308358,67834569,47308358.0,67834569.0
295,Pounds of Materials Used,Non-Grain Products,2010,1,Hops (dry),4765924,1461121,4765924.0,1461121.0
296,Pounds of Materials Used,Non-Grain Products,2010,1,Hops (used as extracts),271405,324497,271405.0,324497.0
297,Pounds of Materials Used,Non-Grain Products,2010,1,Other,10537742,1424001,10537742.0,1424001.0
298,Pounds of Materials Used,Total Non-Grain products,2010,1,Total Non-Grain products,62883429,71044188,62883429.0,71044188.0
299,Pounds of Materials Used,Total Used,2010,1,Total Used,514672427,558541757,514672427.0,558541757.0
300,Pounds of Materials Used,Grain Products,2010,2,Malt and malt products,305543380,339472713,635898552.0,700856291.0
301,Pounds of Materials Used,Grain Products,2010,2,Corn and corn products,54486996,60966715,111192158.0,124082408.0
302,Pounds of Materials Used,Grain Products,2010,2,Rice and rice products,55198940,60150183,114900285.0,120111266.0
303,Pounds of Materials Used,Grain Products,2010,2,Barley and barley products,3726630,3334476,7395772.0,5504077.0
304,Pounds of Materials Used,Grain Products,2010,2,Wheat and wheat products,1683401,1142813,3097736.0,2016527.0
305,Pounds of Materials Used,Total Grain products,2010,2,Total Grain products,420639347,465066900,872484503.0,952570569.0
306,Pounds of Materials Used,Non-Grain Products,2010,2,Sugar and syrups,46718854,69375203,94027212.0,137209772.0
307,Pounds of Materials Used,Non-Grain Products,2010,2,Hops (dry),4899463,4601598,9666186.0,6062839.0
308,Pounds of Materials Used,Non-Grain Products,2010,2,Hops (used as extracts),268589,345975,539994.0,670472.0
309,Pounds of Materials Used,Non-Grain Products,2010,2,Other,9022834,939857,19560576.0,2363858.0
310,Pounds of Materials Used,Total Non-Grain products,2010,2,Total Non-Grain products,60909740,75262633,123793968.0,146306941.0
311,Pounds of Materials Used,Total Used,2010,2,Total Used,481549087,540329533,996278471.0,1098877510.0
312,Pounds of Materials Used,Grain Products,2010,3,Malt and malt products,366733254,380133298,1002631806.0,1080736584.0
313,Pounds of Materials Used,Grain Products,2010,3,Corn and corn products,60991969,66543131,172184127.0,190625839.0
314,Pounds of Materials Used,Grain Products,2010,3,Rice and rice products,59991160,64006735,174893727.0,184963333.0
315,Pounds of Materials Used,Grain Products,2010,3,Barley and barley products,10220654,7094005,18078778.0,13145280.0
316,Pounds of Materials Used,Grain Products,2010,3,Wheat and wheat products,2762670,2175247,5938978.0,4210721.0
317,Pounds of Materials Used,Total Grain products,2010,3,Total Grain products,500699707,519952416,1373727416.0,1473681757.0
318,Pounds of Materials Used,Non-Grain Products,2010,3,Sugar and syrups,61007512,70030415,155034724.0,207294067.0
319,Pounds of Materials Used,Non-Grain Products,2010,3,Hops (dry),7932387,6787391,17604871.0,12853191.0
320,Pounds of Materials Used,Non-Grain Products,2010,3,Hops (used as extracts),320406,382897,860400.0,1053577.0
321,Pounds of Materials Used,Non-Grain Products,2010,3,Other,11678127,6604657,31238829.0,8974660.0
322,Pounds of Materials Used,Total Non-Grain products,2010,3,Total Non-Grain products,80938432,83805360,204738824.0,230175495.0
323,Pounds of Materials Used,Total Used,2010,3,Total Used,581638139,603757776,1578466240.0,1703857252.0
324,Pounds of Materials Used,Grain Products,2010,4,Malt and malt products,374018118,384396702,1376649924.0,1465133286.0
325,Pounds of Materials Used,Grain Products,2010,4,Corn and corn products,61273430,67266636,233457557.0,257892475.0
326,Pounds of Materials Used,Grain Products,2010,4,Rice and rice products,59803024,63166930,234696751.0,248130263.0
327,Pounds of Materials Used,Grain Products,2010,4,Barley and barley products,5030962,3349556,23109740.0,16494836.0
328,Pounds of Materials Used,Grain Products,2010,4,Wheat and wheat products,2247616,1569606,8186594.0,5780327.0
329,Pounds of Materials Used,Total Grain products,2010,4,Total Grain products,502373150,519749430,1876100566.0,1993431187.0
330,Pounds of Materials Used,Non-Grain Products,2010,4,Sugar and syrups,73040421,71341108,228075145.0,278635175.0
331,Pounds of Materials Used,Non-Grain Products,2010,4,Hops (dry),8240399,5574889,25845270.0,18428080.0
332,Pounds of Materials Used,Non-Grain Products,2010,4,Hops (used as extracts),456519,388369,1316919.0,1441946.0
333,Pounds of Materials Used,Non-Grain Products,2010,4,Other,11213037,6169478,42451866.0,15144138.0
334,Pounds of Materials Used,Total Non-Grain products,2010,4,Total Non-Grain products,92950376,83473844,297689200.0,313649339.0
335,Pounds of Materials Used,Total Used,2010,4,Total Used,595323526,603223274,2173789766.0,2307080526.0
336,Pounds of Materials Used,Grain Products,2010,5,Malt and malt products,399504457,391469434,1776283019.0,1856668052.0
337,Pounds of Materials Used,Grain Products,2010,5,Corn and corn products,62684555,62481084,296142112.0,320373559.0
338,Pounds of Materials Used,Grain Products,2010,5,Rice and rice products,69284131,67120251,303980882.0,315250514.0
339,Pounds of Materials Used,Grain Products,2010,5,Barley and barley products,4903020,3684818,28012760.0,20180000.0
340,Pounds of Materials Used,Grain Products,2010,5,Wheat and wheat products,2264521,1712205,10455915.0,7492532.0
341,Pounds of Materials Used,Total Grain products,2010,5,Total Grain products,538640684,526467792,2414874688.0,2519964657.0
342,Pounds of Materials Used,Non-Grain Products,2010,5,Sugar and syrups,76115769,75011893,304191444.0,353647068.0
343,Pounds of Materials Used,Non-Grain Products,2010,5,Hops (dry),9080801,7051829,34927873.0,25480154.0
344,Pounds of Materials Used,Non-Grain Products,2010,5,Hops (used as extracts),396737,450264,1713656.0,1892210.0
345,Pounds of Materials Used,Non-Grain Products,2010,5,Other,11525375,6915331,53977391.0,22059123.0
346,Pounds of Materials Used,Total Non-Grain products,2010,5,Total Non-Grain products,97118682,89429317,394810364.0,403078555.0
347,Pounds of Materials Used,Total Used,2010,5,Total Used,635759366,615897109,2809685052.0,2923043212.0
348,Pounds of Materials Used,Grain Products,2010,6,Malt and malt products,380521275,381247341,2156804294.0,2242117420.0
349,Pounds of Materials Used,Grain Products,2010,6,Corn and corn products,60811086,62107546,356953198.0,382481467.0
350,Pounds of Materials Used,Grain Products,2010,6,Rice and rice products,66627541,64576127,370610846.0,381522344.0
351,Pounds of Materials Used,Grain Products,2010,6,Barley and barley products,11280602,8146509,39293362.0,28472349.0
352,Pounds of Materials Used,Grain Products,2010,6,Wheat and wheat products,2896874,1966215,13352789.0,9545902.0
353,Pounds of Materials Used,Total Grain products,2010,6,Total Grain products,522137378,518043738,2937014489.0,3044139482.0
354,Pounds of Materials Used,Non-Grain Products,2010,6,Sugar and syrups,67266337,69563483,371457781.0,423322455.0
355,Pounds of Materials Used,Non-Grain Products,2010,6,Hops (dry),10418215,6854083,45346088.0,32359017.0
356,Pounds of Materials Used,Non-Grain Products,2010,6,Hops (used as extracts),355258,381321,2068914.0,2273531.0
357,Pounds of Materials Used,Non-Grain Products,2010,6,Other,12877498,6216613,66854889.0,28284401.0
358,Pounds of Materials Used,Total Non-Grain products,2010,6,Total Non-Grain products,90917308,83015500,485727672.0,486239404.0
359,Pounds of Materials Used,Total Used,2010,6,Total Used,613054686,601059238,3422742161.0,3530378886.0
360,Pounds of Materials Used,Grain Products,2010,7,Malt and malt products,384726834,382672919,2541632782.0,2662446464.0
361,Pounds of Materials Used,Grain Products,2010,7,Corn and corn products,58694301,68510353,415647499.0,450993766.0
362,Pounds of Materials Used,Grain Products,2010,7,Rice and rice products,68031711,63277242,438778557.0,445884529.0
363,Pounds of Materials Used,Grain Products,2010,7,Barley and barley products,5224206,4185235,44518051.0,33131330.0
364,Pounds of Materials Used,Grain Products,2010,7,Wheat and wheat products,1628102,1475523,14982132.0,11212754.0
365,Pounds of Materials Used,Total Grain products,2010,7,Total Grain products,518305154,520121272,3455559021.0,3603668843.0
366,Pounds of Materials Used,Non-Grain Products,2010,7,Sugar and syrups,76584550,64776817,448042331.0,488127572.0
367,Pounds of Materials Used,Non-Grain Products,2010,7,Hops (dry),8297261,7309199,53664131.0,39704504.0
368,Pounds of Materials Used,Non-Grain Products,2010,7,Hops (used as extracts),369505,359130,2438419.0,2632661.0
369,Pounds of Materials Used,Non-Grain Products,2010,7,Other,13378852,13368693,80233741.0,54137202.0
370,Pounds of Materials Used,Total Non-Grain products,2010,7,Total Non-Grain products,98630168,85813839,584378622.0,584601939.0
371,Pounds of Materials Used,Total Used,2010,7,Total Used,616935322,605935111,4039937643.0,4188270782.0
372,Pounds of Materials Used,Grain Products,2010,8,Malt and malt products,358726926,362521445,2900309187.0,3024967909.0
373,Pounds of Materials Used,Grain Products,2010,8,Corn and corn products,60424525,57684547,476073574.0,508678313.0
374,Pounds of Materials Used,Grain Products,2010,8,Rice and rice products,63192375,61417028,501970932.0,507301557.0
375,Pounds of Materials Used,Grain Products,2010,8,Barley and barley products,5276045,3789027,49971697.0,36920357.0
376,Pounds of Materials Used,Grain Products,2010,8,Wheat and wheat products,1379102,1298648,16376834.0,12511402.0
377,Pounds of Materials Used,Total Grain products,2010,8,Total Grain products,488998973,486710695,3944702224.0,4090379538.0
378,Pounds of Materials Used,Non-Grain Products,2010,8,Sugar and syrups,75815015,61354833,523858114.0,549482405.0
379,Pounds of Materials Used,Non-Grain Products,2010,8,Hops (dry),7272871,5393471,60938386.0,45097975.0
380,Pounds of Materials Used,Non-Grain Products,2010,8,Hops (used as extracts),718808,322875,3157284.0,2955536.0
381,Pounds of Materials Used,Non-Grain Products,2010,8,Other,9572674,10315854,89808240.0,64453056.0
382,Pounds of Materials Used,Total Non-Grain products,2010,8,Total Non-Grain products,93379368,77387033,677762024.0,661988972.0
383,Pounds of Materials Used,Total Used,2010,8,Total Used,582378341,564097728,4622464248.0,4752368510.0
384,Pounds of Materials Used,Grain Products,2010,9,Malt and malt products,329671455,370369895,3230062247.0,3396959380.0
385,Pounds of Materials Used,Grain Products,2010,9,Corn and corn products,77399155,54632420,553472829.0,557256127.0
386,Pounds of Materials Used,Grain Products,2010,9,Rice and rice products,54884345,57686245,556857888.0,565528750.0
387,Pounds of Materials Used,Grain Products,2010,9,Barley and barley products,14107767,8106300,64085240.0,45463026.0
388,Pounds of Materials Used,Grain Products,2010,9,Wheat and wheat products,2150923,1934968,18530387.0,14532590.0
389,Pounds of Materials Used,Total Grain products,2010,9,Total Grain products,478213645,492729828,4423008591.0,4579739873.0
390,Pounds of Materials Used,Non-Grain Products,2010,9,Sugar and syrups,69053125,50025197,592912039.0,599584438.0
391,Pounds of Materials Used,Non-Grain Products,2010,9,Hops (dry),6437916,5216389,67378784.0,51892616.0
392,Pounds of Materials Used,Non-Grain Products,2010,9,Hops (used as extracts),300116,305344,3457400.0,3264706.0
393,Pounds of Materials Used,Non-Grain Products,2010,9,Other,9180751,11250446,98989156.0,75834659.0
394,Pounds of Materials Used,Total Non-Grain products,2010,9,Total Non-Grain products,84971908,66797376,762737379.0,730576419.0
395,Pounds of Materials Used,Total Used,2010,9,Total Used,563185553,559527204,5185745970.0,5310316292.0
396,Pounds of Materials Used,Grain Products,2010,10,Malt and malt products,333230020,333286901,3563292267.0,3731548182.0
397,Pounds of Materials Used,Grain Products,2010,10,Corn and corn products,51427974,55590153,604900803.0,612846280.0
398,Pounds of Materials Used,Grain Products,2010,10,Rice and rice products,55450803,55167784,612308691.0,620696534.0
399,Pounds of Materials Used,Grain Products,2010,10,Barley and barley products,6203762,3615556,70289002.0,49428647.0
400,Pounds of Materials Used,Grain Products,2010,10,Wheat and wheat products,1053279,1025133,19583666.0,15569364.0
401,Pounds of Materials Used,Total Grain products,2010,10,Total Grain products,447365838,448685527,4870374429.0,5030089007.0
402,Pounds of Materials Used,Non-Grain Products,2010,10,Sugar and syrups,67265699,47840939,660177738.0,647426679.0
403,Pounds of Materials Used,Non-Grain Products,2010,10,Hops (dry),9244763,1326445,76623547.0,53227307.0
404,Pounds of Materials Used,Non-Grain Products,2010,10,Hops (used as extracts),293914,302264,3751314.0,3566970.0
405,Pounds of Materials Used,Non-Grain Products,2010,10,Other,8888902,8944515,107878058.0,84768249.0
406,Pounds of Materials Used,Total Non-Grain products,2010,10,Total Non-Grain products,85693278,58414163,848430657.0,788989205.0
407,Pounds of Materials Used,Total Used,2010,10,Total Used,533059116,507099690,5718805086.0,5819078212.0
408,Pounds of Materials Used,Grain Products,2010,11,Malt and malt products,298251207,309688888,3861508317.0,4043461219.0
409,Pounds of Materials Used,Grain Products,2010,11,Corn and corn products,47348859,47018983,652254266.0,659865353.0
410,Pounds of Materials Used,Grain Products,2010,11,Rice and rice products,53779401,50460060,666087792.0,671893628.0
411,Pounds of Materials Used,Grain Products,2010,11,Barley and barley products,5235825,3374449,75533654.0,53652072.0
412,Pounds of Materials Used,Grain Products,2010,11,Wheat and wheat products,1097679,1116613,20682123.0,16822657.0
413,Pounds of Materials Used,Total Grain products,2010,11,Total Grain products,405712971,411658993,5276066152.0,5445694929.0
414,Pounds of Materials Used,Non-Grain Products,2010,11,Sugar and syrups,59184495,44926666,719362563.0,692382199.0
415,Pounds of Materials Used,Non-Grain Products,2010,11,Hops (dry),7727370,4442654,84351150.0,57737734.0
416,Pounds of Materials Used,Non-Grain Products,2010,11,Hops (used as extracts),281893,289240,4033338.0,3856410.0
417,Pounds of Materials Used,Non-Grain Products,2010,11,Other,9117383,9915569,116995511.0,94958272.0
418,Pounds of Materials Used,Total Non-Grain products,2010,11,Total Non-Grain products,76311141,59574129,924742562.0,848934615.0
419,Pounds of Materials Used,Total Used,2010,11,Total Used,482024112,471233122,6200808714.0,6294629544.0
420,Pounds of Materials Used,Grain Products,2010,12,Malt and malt products,285382073,302237874,4147040380.0,4345699093.0
421,Pounds of Materials Used,Grain Products,2010,12,Corn and corn products,48503335,45851254,700757601.0,705716607.0
422,Pounds of Materials Used,Grain Products,2010,12,Rice and rice products,47504543,51919861,713595821.0,723813489.0
423,Pounds of Materials Used,Grain Products,2010,12,Barley and barley products,12815197,7271474,88354008.0,60923546.0
424,Pounds of Materials Used,Grain Products,2010,12,Wheat and wheat products,1588739,1851868,22279062.0,18674525.0
425,Pounds of Materials Used,Total Grain products,2010,12,Total Grain products,395793887,409132331,5672026872.0,5854827260.0
426,Pounds of Materials Used,Non-Grain Products,2010,12,Sugar and syrups,49709103,39077880,769088843.0,731460079.0
427,Pounds of Materials Used,Non-Grain Products,2010,12,Hops (dry),6540100,3887961,90902672.0,61625695.0
428,Pounds of Materials Used,Non-Grain Products,2010,12,Hops (used as extracts),255382,260877,4288750.0,4117287.0
429,Pounds of Materials Used,Non-Grain Products,2010,12,Other,8217736,8051559,125562163.0,103009831.0
430,Pounds of Materials Used,Total Non-Grain products,2010,12,Total Non-Grain products,64722321,51278277,989842428.0,900212892.0
431,Pounds of Materials Used,Total Used,2010,12,Total Used,460516208,460410608,6661869300.0,6755040152.0
432,Pounds of Materials Used,Grain Products,2011,1,Malt and malt products,322480722,330304432,322480722.0,330304432.0
433,Pounds of Materials Used,Grain Products,2011,1,Corn and corn products,58632672,56705162,58632672.0,56705162.0
434,Pounds of Materials Used,Grain Products,2011,1,Rice and rice products,108112318,59701345,108112318.0,59701345.0
435,Pounds of Materials Used,Grain Products,2011,1,Barley and barley products,4705175,3668374,4705175.0,3668374.0
436,Pounds of Materials Used,Grain Products,2011,1,Wheat and wheat products,1210137,1409685,1210137.0,1409685.0
437,Pounds of Materials Used,Total Grain products,2011,1,Total Grain products,495141024,451788998,495141024.0,451788998.0
438,Pounds of Materials Used,Non-Grain Products,2011,1,Sugar and syrups,73793509,47308358,73793509.0,47308358.0
439,Pounds of Materials Used,Non-Grain Products,2011,1,Hops (dry),6059066,4765924,6059066.0,4765924.0
440,Pounds of Materials Used,Non-Grain Products,2011,1,Hops (used as extracts),296605,271405,296605.0,271405.0
441,Pounds of Materials Used,Non-Grain Products,2011,1,Other,7972930,10537742,7972930.0,10537742.0
442,Pounds of Materials Used,Total Non-Grain products,2011,1,Total Non-Grain products,88122110,62883429,88122110.0,62883429.0
443,Pounds of Materials Used,Total Used,2011,1,Total Used,583263134,514672427,583263134.0,514672427.0
444,Pounds of Materials Used,Grain Products,2011,2,Malt and malt products,307076591,305543380,629878499.0,635898552.0
445,Pounds of Materials Used,Grain Products,2011,2,Corn and corn products,53981943,54486996,112614617.0,111192158.0
446,Pounds of Materials Used,Grain Products,2011,2,Rice and rice products,54287863,55198940,162857353.0,114900285.0
447,Pounds of Materials Used,Grain Products,2011,2,Barley and barley products,4322047,3726630,9037725.0,7395772.0
448,Pounds of Materials Used,Grain Products,2011,2,Wheat and wheat products,955671,1683401,2166958.0,3097736.0
449,Pounds of Materials Used,Total Grain products,2011,2,Total Grain products,420624115,420639347,916555152.0,872484503.0
450,Pounds of Materials Used,Non-Grain Products,2011,2,Sugar and syrups,63374850,46718854,137168398.0,94027212.0
451,Pounds of Materials Used,Non-Grain Products,2011,2,Hops (dry),7617974,4899463,13680934.0,9666186.0
452,Pounds of Materials Used,Non-Grain Products,2011,2,Hops (used as extracts),275963,268589,572584.0,539994.0
453,Pounds of Materials Used,Non-Grain Products,2011,2,Other,7997916,9022834,15971404.0,19560576.0
454,Pounds of Materials Used,Total Non-Grain products,2011,2,Total Non-Grain products,79266703,60909740,167393320.0,123793968.0
455,Pounds of Materials Used,Total Used,2011,2,Total Used,499890818,481549087,1083948472.0,996278471.0
456,Pounds of Materials Used,Grain Products,2011,3,Malt and malt products,363234183,366733254,993661998.0,1002631806.0
457,Pounds of Materials Used,Grain Products,2011,3,Corn and corn products,61094976,60991969,173729653.0,172184127.0
458,Pounds of Materials Used,Grain Products,2011,3,Rice and rice products,62041512,59991160,224908567.0,174893727.0
459,Pounds of Materials Used,Grain Products,2011,3,Barley and barley products,11614373,10220654,20780427.0,18078778.0
460,Pounds of Materials Used,Grain Products,2011,3,Wheat and wheat products,5019351,2762670,7187604.0,5938978.0
461,Pounds of Materials Used,Total Grain products,2011,3,Total Grain products,503004395,500699707,1420268249.0,1373727416.0
462,Pounds of Materials Used,Non-Grain Products,2011,3,Sugar and syrups,74925793,61007512,212105554.0,155034724.0
463,Pounds of Materials Used,Non-Grain Products,2011,3,Hops (dry),10736471,7932387,24423226.0,17604871.0
464,Pounds of Materials Used,Non-Grain Products,2011,3,Hops (used as extracts),350949,320406,923533.0,860400.0
465,Pounds of Materials Used,Non-Grain Products,2011,3,Other,10489641,11678127,26481471.0,31238829.0
466,Pounds of Materials Used,Total Non-Grain products,2011,3,Total Non-Grain products,96502854,80938432,263933784.0,204738824.0
467,Pounds of Materials Used,Total Used,2011,3,Total Used,599507249,581638139,1684202033.0,1578466240.0
468,Pounds of Materials Used,Grain Products,2011,4,Malt and malt products,349781343,374018118,1343443341.0,1376649924.0
469,Pounds of Materials Used,Grain Products,2011,4,Corn and corn products,58628353,61273430,232358006.0,233457557.0
470,Pounds of Materials Used,Grain Products,2011,4,Rice and rice products,53392697,59803024,278301264.0,234696751.0
471,Pounds of Materials Used,Grain Products,2011,4,Barley and barley products,4768751,5030962,25549178.0,23109740.0
472,Pounds of Materials Used,Grain Products,2011,4,Wheat and wheat products,1816659,2247616,9004263.0,8186594.0
473,Pounds of Materials Used,Total Grain products,2011,4,Total Grain products,468387803,502373150,1888656052.0,1876100566.0
474,Pounds of Materials Used,Non-Grain Products,2011,4,Sugar and syrups,68297327,73040421,280402881.0,228075145.0
475,Pounds of Materials Used,Non-Grain Products,2011,4,Hops (dry),9942341,8240399,34365567.0,25845270.0
476,Pounds of Materials Used,Non-Grain Products,2011,4,Hops (used as extracts),330339,456519,1253872.0,1316919.0
477,Pounds of Materials Used,Non-Grain Products,2011,4,Other,10127397,11213037,36608868.0,42451866.0
478,Pounds of Materials Used,Total Non-Grain products,2011,4,Total Non-Grain products,88697404,92950376,352631188.0,297689200.0
479,Pounds of Materials Used,Total Used,2011,4,Total Used,557085207,595323526,2241287240.0,2173789766.0
480,Pounds of Materials Used,Grain Products,2011,5,Malt and malt products,352623620,399504457,1697746189.0,1776283019.0
481,Pounds of Materials Used,Grain Products,2011,5,Corn and corn products,50573951,62684555,282931982.0,296142112.0
482,Pounds of Materials Used,Grain Products,2011,5,Rice and rice products,62118962,69284131,340420276.0,303980882.0
483,Pounds of Materials Used,Grain Products,2011,5,Barley and barley products,5564462,4903020,31323312.0,28012760.0
484,Pounds of Materials Used,Grain Products,2011,5,Wheat and wheat products,1721632,2264521,10756446.0,10455915.0
485,Pounds of Materials Used,Total Grain products,2011,5,Total Grain products,472602627,538640684,2363178205.0,2414874688.0
486,Pounds of Materials Used,Non-Grain Products,2011,5,Sugar and syrups,66314234,76115769,346726296.0,304191444.0
487,Pounds of Materials Used,Non-Grain Products,2011,5,Hops (dry),10076039,9080801,44467742.0,34927873.0
488,Pounds of Materials Used,Non-Grain Products,2011,5,Hops (used as extracts),438895,396737,1699181.0,1713656.0
489,Pounds of Materials Used,Non-Grain Products,2011,5,Other,10565868,11525375,47297694.0,53977391.0
490,Pounds of Materials Used,Total Non-Grain products,2011,5,Total Non-Grain products,87395036,97118682,440190913.0,394810364.0
491,Pounds of Materials Used,Total Used,2011,5,Total Used,559997663,635759366,2803369118.0,2809685052.0
492,Pounds of Materials Used,Grain Products,2011,6,Malt and malt products,372541998,380521275,2071295858.0,2156804294.0
493,Pounds of Materials Used,Grain Products,2011,6,Corn and corn products,49399750,60811086,332332032.0,356953198.0
494,Pounds of Materials Used,Grain Products,2011,6,Rice and rice products,69701464,66627541,410453892.0,370610846.0
495,Pounds of Materials Used,Grain Products,2011,6,Barley and barley products,10363329,11280602,42085597.0,39293362.0
496,Pounds of Materials Used,Grain Products,2011,6,Wheat and wheat products,2305971,2896874,13092158.0,13352789.0
497,Pounds of Materials Used,Total Grain products,2011,6,Total Grain products,504312512,522137378,2869259537.0,2937014489.0
498,Pounds of Materials Used,Non-Grain Products,2011,6,Sugar and syrups,67178952,67266337,413899400.0,371457781.0
499,Pounds of Materials Used,Non-Grain Products,2011,6,Hops (dry),10603566,10418215,55168523.0,45346088.0
500,Pounds of Materials Used,Non-Grain Products,2011,6,Hops (used as extracts),338467,355258,2038458.0,2068914.0
501,Pounds of Materials Used,Non-Grain Products,2011,6,Other,11982901,12877498,59314575.0,66854889.0
502,Pounds of Materials Used,Total Non-Grain products,2011,6,Total Non-Grain products,90103886,90917308,530420956.0,485727672.0
503,Pounds of Materials Used,Total Used,2011,6,Total Used,594416398,613054686,3399680493.0,3422742161.0
504,Pounds of Materials Used,Grain Products,2011,7,Malt and malt products,350751002,384726834,2424169705.0,2541632782.0
505,Pounds of Materials Used,Grain Products,2011,7,Corn and corn products,47864835,58694301,380216079.0,415647499.0
506,Pounds of Materials Used,Grain Products,2011,7,Rice and rice products,69787950,68031711,480241892.0,438778557.0
507,Pounds of Materials Used,Grain Products,2011,7,Barley and barley products,6014579,5224206,50818308.0,44518051.0
508,Pounds of Materials Used,Grain Products,2011,7,Wheat and wheat products,1523087,1628102,14720613.0,14982132.0
509,Pounds of Materials Used,Total Grain products,2011,7,Total Grain products,475941453,518305154,3350166597.0,3455559021.0
510,Pounds of Materials Used,Non-Grain Products,2011,7,Sugar and syrups,62190400,76584550,476106844.0,448042331.0
511,Pounds of Materials Used,Non-Grain Products,2011,7,Hops (dry),9514024,8297261,64788024.0,53664131.0
512,Pounds of Materials Used,Non-Grain Products,2011,7,Hops (used as extracts),333313,369505,2372160.0,2438419.0
513,Pounds of Materials Used,Non-Grain Products,2011,7,Other,9659056,13378852,69709603.0,80233741.0
514,Pounds of Materials Used,Total Non-Grain products,2011,7,Total Non-Grain products,81696793,98630168,612976631.0,584378622.0
515,Pounds of Materials Used,Total Used,2011,7,Total Used,557638246,616935322,3963143228.0,4039937643.0
