,data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
466,Barrels Produced,Sub Total Taxable,2011,7,Sub Total Taxable,15231441,16734766,105643525.0,108333741.0,$7/$18 per barrel
467,Barrels Produced,Tax Free,2011,7,For export,398726,371171,2494961.0,2415107.0,$7/$18 per barrel
468,Barrels Produced,Tax Free,2011,7,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
469,Barrels Produced,Tax Free,2011,7,Consumed on brewery premises,2145,1106,20254.0,18755.0,$7/$18 per barrel
470,Barrels Produced,Sub Total Tax-Free,2011,7,Sub Total Tax-Free,400871,372277,2515278.0,2433889.0,$7/$18 per barrel
471,Barrels Produced,Totals,2011,7,Total Removals,15632312,17107043,108158803.0,110767630.0,$7/$18 per barrel
472,Barrels Produced,Totals,2011,7,Stocks On Hand end-of-month:,10779249,10930962,73820895.0,73340954.0,$7/$18 per barrel
473,Barrels Produced,Totals,2011,8,Production,16986466,17633678,133290542.0,136429789.0,$7/$18 per barrel
474,Barrels Produced,Taxable,2011,8,In bottles and cans,14643159,15357493,109792178.0,113048226.0,$7/$18 per barrel
475,Barrels Produced,Taxable,2011,8,In barrels and kegs,1567155,1518152,11832645.0,11919816.0,$7/$18 per barrel
476,Barrels Produced,Taxable,2011,8,"Tax Determined, Premises Use",7887,6839,266096.0,250688.0,$7/$18 per barrel
477,Barrels Produced,Sub Total Taxable,2011,8,Sub Total Taxable,16218201,16882484,121890919.0,125218730.0,$7/$18 per barrel
478,Barrels Produced,Tax Free,2011,8,For export,367166,312781,2863530.0,2727888.0,$7/$18 per barrel
479,Barrels Produced,Tax Free,2011,8,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
480,Barrels Produced,Tax Free,2011,8,Consumed on brewery premises,1591,1126,21937.0,19881.0,$7/$18 per barrel
481,Barrels Produced,Sub Total Tax-Free,2011,8,Sub Total Tax-Free,368757,313907,2885530.0,2747796.0,$7/$18 per barrel
482,Barrels Produced,Totals,2011,8,Total Removals,16586958,17196391,124776449.0,127966526.0,$7/$18 per barrel
483,Barrels Produced,Totals,2011,8,Stocks On Hand end-of-month:,10297053,10412183,84144805.0,83755638.0,$7/$18 per barrel
484,Barrels Produced,Totals,2011,9,Production,15955957,15684644,149330102.0,152116535.0,$7/$18 per barrel
485,Barrels Produced,Taxable,2011,9,In bottles and cans,13774050,13213621,123598947.0,126262093.0,$7/$18 per barrel
486,Barrels Produced,Taxable,2011,9,In barrels and kegs,1624151,1623762,13498606.0,13545384.0,$7/$18 per barrel
487,Barrels Produced,Taxable,2011,9,"Tax Determined, Premises Use",117859,125524,390211.0,376524.0,$7/$18 per barrel
488,Barrels Produced,Sub Total Taxable,2011,9,Sub Total Taxable,15516060,14962907,137487764.0,140184001.0,$7/$18 per barrel
489,Barrels Produced,Tax Free,2011,9,For export,342365,337550,3205929.0,3065438.0,$7/$18 per barrel
490,Barrels Produced,Tax Free,2011,9,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
491,Barrels Produced,Tax Free,2011,9,Consumed on brewery premises,10042,6613,32584.0,26499.0,$7/$18 per barrel
492,Barrels Produced,Sub Total Tax-Free,2011,9,Sub Total Tax-Free,352407,344163,3238576.0,3091964.0,$7/$18 per barrel
493,Barrels Produced,Totals,2011,9,Total Removals,15868467,15307070,140726340.0,143275965.0,$7/$18 per barrel
494,Barrels Produced,Totals,2011,9,Stocks On Hand end-of-month:,9643889,10049446,93823152.0,93807068.0,$7/$18 per barrel
495,Barrels Produced,Totals,2011,10,Production,14880967,15105702,164211069.0,167222237.0,$7/$18 per barrel
496,Barrels Produced,Taxable,2011,10,In bottles and cans,12236621,12458328,135835568.0,138720421.0,$7/$18 per barrel
497,Barrels Produced,Taxable,2011,10,In barrels and kegs,1369396,1357309,14868002.0,14902693.0,$7/$18 per barrel
498,Barrels Produced,Taxable,2011,10,"Tax Determined, Premises Use",7509,6888,397720.0,383412.0,$7/$18 per barrel
499,Barrels Produced,Sub Total Taxable,2011,10,Sub Total Taxable,13613526,13822525,151101290.0,154006526.0,$7/$18 per barrel
500,Barrels Produced,Tax Free,2011,10,For export,414196,332671,3620125.0,3398109.0,$7/$18 per barrel
501,Barrels Produced,Tax Free,2011,10,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
502,Barrels Produced,Tax Free,2011,10,Consumed on brewery premises,1142,1006,33726.0,27505.0,$7/$18 per barrel
503,Barrels Produced,Sub Total Tax-Free,2011,10,Sub Total Tax-Free,415338,333677,3653914.0,3425641.0,$7/$18 per barrel
504,Barrels Produced,Totals,2011,10,Total Removals,14028864,14156202,154755204.0,157432167.0,$7/$18 per barrel
505,Barrels Produced,Totals,2011,10,Stocks On Hand end-of-month:,9756178,10057604,103579330.0,103864672.0,$7/$18 per barrel
506,Barrels Produced,Totals,2011,11,Production,14280725,14281010,178637144.0,181506566.0,$7/$18 per barrel
507,Barrels Produced,Taxable,2011,11,In bottles and cans,11878883,11950035,147815331.0,150670864.0,$7/$18 per barrel
508,Barrels Produced,Taxable,2011,11,In barrels and kegs,1332015,1338822,16226250.0,16243783.0,$7/$18 per barrel
509,Barrels Produced,Taxable,2011,11,"Tax Determined, Premises Use",7336,6891,416497.0,391230.0,$7/$18 per barrel
510,Barrels Produced,Sub Total Taxable,2011,11,Sub Total Taxable,13218234,13295748,164458078.0,167305877.0,$7/$18 per barrel
511,Barrels Produced,Tax Free,2011,11,For export,417101,352475,4039651.0,3720222.0,$7/$18 per barrel
512,Barrels Produced,Tax Free,2011,11,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
513,Barrels Produced,Tax Free,2011,11,Consumed on brewery premises,1029,747,33629.0,28252.0,$7/$18 per barrel
514,Barrels Produced,Sub Total Tax-Free,2011,11,Sub Total Tax-Free,418130,353222,4073343.0,3748501.0,$7/$18 per barrel
515,Barrels Produced,Totals,2011,11,Total Removals,13636364,13648970,168531421.0,171054378.0,$7/$18 per barrel
516,Barrels Produced,Totals,2011,11,Stocks On Hand end-of-month:,9684312,9956855,113365258.0,113823759.0,$7/$18 per barrel
517,Barrels Produced,Totals,2011,12,Production,13835864,13666294,192528401.0,195180188.0,$7/$18 per barrel
518,Barrels Produced,Taxable,2011,12,In bottles and cans,11741836,12290553,159582021.0,162965841.0,$7/$18 per barrel
519,Barrels Produced,Taxable,2011,12,In barrels and kegs,1463063,1465815,17715833.0,17712468.0,$7/$18 per barrel
520,Barrels Produced,Taxable,2011,12,"Tax Determined, Premises Use",108521,114262,532023.0,507393.0,$7/$18 per barrel
521,Barrels Produced,Sub Total Taxable,2011,12,Sub Total Taxable,13313420,13870630,177829877.0,181185702.0,$7/$18 per barrel
522,Barrels Produced,Tax Free,2011,12,For export,385447,330460,4425411.0,4050682.0,$7/$18 per barrel
523,Barrels Produced,Tax Free,2011,12,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
524,Barrels Produced,Tax Free,2011,12,Consumed on brewery premises,6137,6237,38568.0,34577.0,$7/$18 per barrel
525,Barrels Produced,Sub Total Tax-Free,2011,12,Sub Total Tax-Free,391584,336697,4464042.0,4085286.0,$7/$18 per barrel
526,Barrels Produced,Totals,2011,12,Total Removals,13705004,14207327,182293919.0,185270988.0,$7/$18 per barrel
527,Barrels Produced,Totals,2011,12,Stocks On Hand end-of-month:,9205479,8758741,122597499.0,122587939.0,$7/$18 per barrel
528,Barrels Produced,Totals,2012,1,Production,15175577,14901033,15175577.0,14901033.0,$7/$18 per barrel
529,Barrels Produced,Taxable,2012,1,In bottles and cans,11955351,11497948,11955351.0,11497948.0,$7/$18 per barrel
530,Barrels Produced,Taxable,2012,1,In barrels and kegs,1349271,1217227,1349271.0,1217227.0,$7/$18 per barrel
531,Barrels Produced,Taxable,2012,1,"Tax Determined, Premises Use",6501,6569,6501.0,6569.0,$7/$18 per barrel
532,Barrels Produced,Sub Total Taxable,2012,1,Sub Total Taxable,13311123,12721744,13311123.0,12721744.0,$7/$18 per barrel
533,Barrels Produced,Tax Free,2012,1,For export,321453,262636,321453.0,262636.0,$7/$18 per barrel
534,Barrels Produced,Tax Free,2012,1,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
535,Barrels Produced,Tax Free,2012,1,Consumed on brewery premises,1044,972,1044.0,972.0,$7/$18 per barrel
536,Barrels Produced,Sub Total Tax-Free,2012,1,Sub Total Tax-Free,322497,263608,322497.0,263608.0,$7/$18 per barrel
537,Barrels Produced,Totals,2012,1,Total Removals,13633620,12985352,13633620.0,12985352.0,$7/$18 per barrel
538,Barrels Produced,Totals,2012,1,Stocks On Hand end-of-month:,9903156,9753444,9903156.0,9753444.0,$7/$18 per barrel
539,Barrels Produced,Totals,2012,2,Production,15031817,14377329,30223979.0,29278907.0,$7/$18 per barrel
540,Barrels Produced,Taxable,2012,2,In bottles and cans,12332071,11516622,24297029.0,23014733.0,$7/$18 per barrel
541,Barrels Produced,Taxable,2012,2,In kegs,1376460,1240849,2730796.0,2458285.0,$7/$18 per barrel
542,Barrels Produced,Taxable,2012,2,"Tax Determined, Premises Use",6715,6552,13384.0,13121.0,$7/$18 per barrel
543,Barrels Produced,Sub Total Taxable,2012,2,Sub Total Taxable,13715246,12764023,27041209.0,25486139.0,$7/$18 per barrel
544,Barrels Produced,Tax Free,2012,2,For export,357753,282648,679299.0,545284.0,$7/$18 per barrel
545,Barrels Produced,Tax Free,2012,2,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
546,Barrels Produced,Tax Free,2012,2,Consumed on brewery premises,1121,990,2198.0,1992.0,$7/$18 per barrel
547,Barrels Produced,Sub Total Tax-Free,2012,2,Sub Total Tax-Free,358874,283638,681497.0,547276.0,$7/$18 per barrel
548,Barrels Produced,Totals,2012,2,Total Removals,14074120,13047661,27722706.0,26033415.0,$7/$18 per barrel
549,Barrels Produced,Totals,2012,2,Stocks On Hand end-of-month:,10140928,10289750,20055142.0,20043636.0,$7/$18 per barrel
550,Barrels Produced,Totals,2012,3,Production,17165152,17768121,47430861.0,47047028.0,$7/$18 per barrel
551,Barrels Produced,Taxable,2012,3,In bottles and cans,13773526,14534907,38095314.0,37549674.0,$7/$18 per barrel
552,Barrels Produced,Taxable,2012,3,In kegs,1686628,1759680,4426434.0,4217970.0,$7/$18 per barrel
553,Barrels Produced,Taxable,2012,3,"Tax Determined, Premises Use",102876,112160,116839.0,125281.0,$7/$18 per barrel
554,Barrels Produced,Sub Total Taxable,2012,3,Sub Total Taxable,15563030,16406747,42638587.0,41892925.0,$7/$18 per barrel
555,Barrels Produced,Tax Free,2012,3,For export,416950,387399,1096284.0,932683.0,$7/$18 per barrel
556,Barrels Produced,Tax Free,2012,3,For vessels and aircraft,0,2,0.0,2.0,$7/$18 per barrel
557,Barrels Produced,Tax Free,2012,3,Consumed on brewery premises,6082,6205,8258.0,8158.0,$7/$18 per barrel
558,Barrels Produced,Sub Total Tax-Free,2012,3,Sub Total Tax-Free,423032,393606,1104542.0,940843.0,$7/$18 per barrel
559,Barrels Produced,Totals,2012,3,Total Removals,15986062,16800353,43743129.0,42833768.0,$7/$18 per barrel
560,Barrels Produced,Totals,2012,3,Stocks On Hand end-of-month:,10459530,10414335,30549700.0,30457971.0,$7/$18 per barrel
561,Barrels Produced,Totals,2012,4,Production,16697199,16677866,64210944.0,63729017.0,$7/$18 per barrel
562,Barrels Produced,Taxable,2012,4,In bottles and cans,13477976,13406451,51604550.0,50957565.0,$7/$18 per barrel
563,Barrels Produced,Taxable,2012,4,In kegs,1412362,1442895,5867945.0,5662024.0,$7/$18 per barrel
564,Barrels Produced,Taxable,2012,4,"Tax Determined, Premises Use",7775,7304,135283.0,133334.0,$7/$18 per barrel
565,Barrels Produced,Sub Total Taxable,2012,4,Sub Total Taxable,14898113,14856650,57607778.0,56752923.0,$7/$18 per barrel
566,Barrels Produced,Tax Free,2012,4,For export,411898,377776,1508182.0,1310459.0,$7/$18 per barrel
567,Barrels Produced,Tax Free,2012,4,For vessels and aircraft,0,0,0.0,2.0,$7/$18 per barrel
568,Barrels Produced,Tax Free,2012,4,Consumed on brewery premises,1190,1123,11559.0,9281.0,$7/$18 per barrel
569,Barrels Produced,Sub Total Tax-Free,2012,4,Sub Total Tax-Free,413088,378899,1519741.0,1319742.0,$7/$18 per barrel
570,Barrels Produced,Totals,2012,4,Total Removals,15311201,15235549,59127519.0,58072665.0,$7/$18 per barrel
571,Barrels Produced,Totals,2012,4,Stocks On Hand end-of-month:,10953027,10934265,41561360.0,41394150.0,$7/$18 per barrel
572,Barrels Produced,Totals,2012,5,Production,18051568,17657642,82262512.0,81386659.0,$7/$18 per barrel
573,Barrels Produced,Taxable,2012,5,In bottles and cans,15336779,14638219,66941329.0,65595784.0,$7/$18 per barrel
574,Barrels Produced,Taxable,2012,5,In kegs,1564931,1491020,7432876.0,7153044.0,$7/$18 per barrel
575,Barrels Produced,Taxable,2012,5,"Tax Determined, Premises Use",7918,7051,143201.0,140385.0,$7/$18 per barrel
576,Barrels Produced,Sub Total Taxable,2012,5,Sub Total Taxable,16909628,16136290,74517406.0,72889213.0,$7/$18 per barrel
577,Barrels Produced,Tax Free,2012,5,For export,461000,394063,1969182.0,1704522.0,$7/$18 per barrel
578,Barrels Produced,Tax Free,2012,5,For vessels and aircraft,0,0,0.0,2.0,$7/$18 per barrel
579,Barrels Produced,Tax Free,2012,5,Consumed on brewery premises,1168,1420,12727.0,10701.0,$7/$18 per barrel
580,Barrels Produced,Sub Total Tax-Free,2012,5,Sub Total Tax-Free,462168,395483,1981909.0,1715225.0,$7/$18 per barrel
581,Barrels Produced,Totals,2012,5,Total Removals,17371796,16531773,76499315.0,74604438.0,$7/$18 per barrel
582,Barrels Produced,Totals,2012,5,Stocks On Hand end-of-month:,10781226,11203807,52342586.0,52597957.0,$7/$18 per barrel
583,Barrels Produced,Totals,2012,6,Production,18369732,18236489,100632244.0,99623148.0,$7/$18 per barrel
584,Barrels Produced,Taxable,2012,6,In bottles and cans,15192075,15800624,82133404.0,81396408.0,$7/$18 per barrel
585,Barrels Produced,Taxable,2012,6,In kegs,1664444,1791045,9097320.0,8944089.0,$7/$18 per barrel
586,Barrels Produced,Taxable,2012,6,"Tax Determined, Premises Use",114288,124387,257489.0,264772.0,$7/$18 per barrel
587,Barrels Produced,Sub Total Taxable,2012,6,Sub Total Taxable,16970807,17716056,91488213.0,90605269.0,$7/$18 per barrel
588,Barrels Produced,Tax Free,2012,6,For export,432795,391783,2401977.0,2096305.0,$7/$18 per barrel
589,Barrels Produced,Tax Free,2012,6,For vessels and aircraft,28,0,28.0,2.0,$7/$18 per barrel
590,Barrels Produced,Tax Free,2012,6,Consumed on brewery premises,8804,7100,21531.0,17801.0,$7/$18 per barrel
591,Barrels Produced,Sub Total Tax-Free,2012,6,Sub Total Tax-Free,441627,398883,2423536.0,2114108.0,$7/$18 per barrel
592,Barrels Produced,Totals,2012,6,Total Removals,17412434,18114939,93911749.0,92719377.0,$7/$18 per barrel
593,Barrels Produced,Totals,2012,6,Stocks On Hand end-of-month:,11002484,10540150,63345070.0,63138107.0,$7/$18 per barrel
594,Barrels Produced,Totals,2012,7,Production,17922381,16877901,118559514.0,116501049.0,$7/$18 per barrel
595,Barrels Produced,Taxable,2012,7,In bottles and cans,14929416,13873399,97063128.0,95269807.0,$7/$18 per barrel
596,Barrels Produced,Taxable,2012,7,In kegs,1490304,1392940,10588060.0,10337029.0,$7/$18 per barrel
597,Barrels Produced,Taxable,2012,7,"Tax Determined, Premises Use",7873,7109,265692.0,271881.0,$7/$18 per barrel
598,Barrels Produced,Sub Total Taxable,2012,7,Sub Total Taxable,16427593,15273448,107916880.0,105878717.0,$7/$18 per barrel
599,Barrels Produced,Tax Free,2012,7,For export,437938,400093,2839915.0,2496398.0,$7/$18 per barrel
600,Barrels Produced,Tax Free,2012,7,For vessels and aircraft,0,0,28.0,2.0,$7/$18 per barrel
601,Barrels Produced,Tax Free,2012,7,Consumed on brewery premises,1844,1866,23375.0,19667.0,$7/$18 per barrel
602,Barrels Produced,Sub Total Tax-Free,2012,7,Sub Total Tax-Free,439782,401959,2863318.0,2516067.0,$7/$18 per barrel
603,Barrels Produced,Totals,2012,7,Total Removals,16867375,15675407,110780198.0,108394784.0,$7/$18 per barrel
604,Barrels Produced,Totals,2012,7,Stocks On Hand end-of-month:,10961919,10814638,74308811.0,73952745.0,$7/$18 per barrel
605,Barrels Produced,Totals,2012,8,Production,17315925,17027545,135924848.0,133529922.0,$7/$18 per barrel
606,Barrels Produced,Taxable,2012,8,In bottles and cans,14961416,14671793,112051963.0,109942240.0,$7/$18 per barrel
607,Barrels Produced,Taxable,2012,8,In kegs,1565666,1579097,12166841.0,11916710.0,$7/$18 per barrel
608,Barrels Produced,Taxable,2012,8,"Tax Determined, Premises Use",8502,8031,276900.0,279912.0,$7/$18 per barrel
609,Barrels Produced,Sub Total Taxable,2012,8,Sub Total Taxable,16535584,16258921,124495704.0,122138862.0,$7/$18 per barrel
610,Barrels Produced,Tax Free,2012,8,For export,411977,369031,3251892.0,2865429.0,$7/$18 per barrel
611,Barrels Produced,Tax Free,2012,8,For vessels and aircraft,0,0,28.0,2.0,$7/$18 per barrel
612,Barrels Produced,Tax Free,2012,8,Consumed on brewery premises,1525,1666,24843.0,21333.0,$7/$18 per barrel
613,Barrels Produced,Sub Total Tax-Free,2012,8,Sub Total Tax-Free,413502,370697,3276763.0,2886764.0,$7/$18 per barrel
614,Barrels Produced,Totals,2012,8,Total Removals,16949086,16629618,127772467.0,125025626.0,$7/$18 per barrel
615,Barrels Produced,Totals,2012,8,Stocks On Hand end-of-month:,10527208,10330511,84872388.0,84283705.0,$7/$18 per barrel
616,Barrels Produced,Totals,2012,9,Production,15820859,16049690,151763413.0,149584264.0,$7/$18 per barrel
617,Barrels Produced,Taxable,2012,9,In bottles and cans,13052268,13808329,125110499.0,123752140.0,$7/$18 per barrel
618,Barrels Produced,Taxable,2012,9,In kegs,1574509,1660104,13750802.0,13579347.0,$7/$18 per barrel
619,Barrels Produced,Taxable,2012,9,"Tax Determined, Premises Use",111767,133563,389248.0,413612.0,$7/$18 per barrel
620,Barrels Produced,Sub Total Taxable,2012,9,Sub Total Taxable,14738544,15601996,139250549.0,137745099.0,$7/$18 per barrel
621,Barrels Produced,Tax Free,2012,9,For export,429588,343140,3681508.0,3208569.0,$7/$18 per barrel
622,Barrels Produced,Tax Free,2012,9,For vessels and aircraft,75,0,103.0,2.0,$7/$18 per barrel
623,Barrels Produced,Tax Free,2012,9,Consumed on brewery premises,9831,9186,34889.0,30519.0,$7/$18 per barrel
624,Barrels Produced,Sub Total Tax-Free,2012,9,Sub Total Tax-Free,439494,352326,3716500.0,3239090.0,$7/$18 per barrel
625,Barrels Produced,Totals,2012,9,Total Removals,15178038,15954322,142967049.0,140984189.0,$7/$18 per barrel
626,Barrels Produced,Totals,2012,9,Stocks On Hand end-of-month:,10558551,9686965,95441893.0,93973618.0,$7/$18 per barrel
627,Barrels Produced,Totals,2012,10,Production,19131217,14921953,170954592.0,164508840.0,$7/$18 per barrel
628,Barrels Produced,Taxable,2012,10,In bottles and cans,12819635,12264633,137945917.0,136017482.0,$7/$18 per barrel
629,Barrels Produced,Taxable,2012,10,In kegs,1460515,1379808,15241764.0,14960034.0,$7/$18 per barrel
630,Barrels Produced,Taxable,2012,10,"Tax Determined, Premises Use",8318,8884,400870.0,422572.0,$7/$18 per barrel
631,Barrels Produced,Sub Total Taxable,2012,10,Sub Total Taxable,14288468,13653325,153588551.0,151400088.0,$7/$18 per barrel
632,Barrels Produced,Tax Free,2012,10,For export,483568,414294,4165067.0,3622863.0,$7/$18 per barrel
633,Barrels Produced,Tax Free,2012,10,For vessels and aircraft,0,0,103.0,2.0,$7/$18 per barrel
634,Barrels Produced,Tax Free,2012,10,Consumed on brewery premises,1467,1085,36598.0,31604.0,$7/$18 per barrel
635,Barrels Produced,Sub Total Tax-Free,2012,10,Sub Total Tax-Free,485035,415379,4201768.0,3654469.0,$7/$18 per barrel
636,Barrels Produced,Totals,2012,10,Total Removals,14773503,14068704,157790319.0,155054557.0,$7/$18 per barrel
637,Barrels Produced,Totals,2012,10,Stocks On Hand end-of-month:,10071552,9785734,105533858.0,103752162.0,$7/$18 per barrel
638,Barrels Produced,Totals,2012,11,Production,14459369,14285502,181492024.0,178796294.0,$7/$18 per barrel
639,Barrels Produced,Taxable,2012,11,In bottles and cans,12079191,11885961,150031899.0,147904113.0,$7/$18 per barrel
640,Barrels Produced,Taxable,2012,11,In kegs,1326659,1337122,16579819.0,16298614.0,$7/$18 per barrel
641,Barrels Produced,Taxable,2012,11,"Tax Determined, Premises Use",7426,8078,409772.0,430650.0,$7/$18 per barrel
642,Barrels Produced,Sub Total Taxable,2012,11,Sub Total Taxable,13413276,13231161,167021490.0,164633377.0,$7/$18 per barrel
643,Barrels Produced,Tax Free,2012,11,For export,441845,418208,4606994.0,4041071.0,$7/$18 per barrel
644,Barrels Produced,Tax Free,2012,11,For vessels and aircraft,0,0,103.0,2.0,$7/$18 per barrel
645,Barrels Produced,Tax Free,2012,11,Consumed on brewery premises,1267,1033,38764.0,32682.0,$7/$18 per barrel
646,Barrels Produced,Sub Total Tax-Free,2012,11,Sub Total Tax-Free,443112,419241,4645861.0,4073755.0,$7/$18 per barrel
647,Barrels Produced,Totals,2012,11,Total Removals,13856388,13650402,171667351.0,168707132.0,$7/$18 per barrel
648,Barrels Produced,Totals,2012,11,Stocks On Hand end-of-month:,9987788,9698305,115535380.0,113450853.0,$7/$18 per barrel
649,Barrels Produced,Totals,2012,12,Production,14227365,13921581,195739089.0,192718037.0,$7/$18 per barrel
650,Barrels Produced,Taxable,2012,12,In bottles and cans,11488549,11795538,161524312.0,159699722.0,$7/$18 per barrel
651,Barrels Produced,Taxable,2012,12,In kegs,1385919,1498841,17974867.0,17797522.0,$7/$18 per barrel
652,Barrels Produced,Taxable,2012,12,"Tax Determined, Premises Use",102737,114397,517958.0,545047.0,$7/$18 per barrel
653,Barrels Produced,Sub Total Taxable,2012,12,Sub Total Taxable,12977205,13408776,180017137.0,178042291.0,$7/$18 per barrel
654,Barrels Produced,Tax Free,2012,12,For export,427839,385522,5034836.0,4426593.0,$7/$18 per barrel
655,Barrels Produced,Tax Free,2012,12,For vessels and aircraft,0,0,103.0,2.0,$7/$18 per barrel
656,Barrels Produced,Tax Free,2012,12,Consumed on brewery premises,9684,6575,48488.0,39257.0,$7/$18 per barrel
657,Barrels Produced,Sub Total Tax-Free,2012,12,Sub Total Tax-Free,437523,392097,5083427.0,4465852.0,$7/$18 per barrel
658,Barrels Produced,Totals,2012,12,Total Removals,13414728,13800873,185100564.0,182508143.0,$7/$18 per barrel
659,Barrels Produced,Totals,2012,12,Stocks On Hand end-of-month:,9792007,9241070,125340119.0,122692014.0,$7/$18 per barrel
660,Barrels Produced,Totals,2013,1,Production,15008642,15210489,15008642.0,15210489.0,$7/$18 per barrel
661,Barrels Produced,Taxable,2013,1,In bottles and cans,12274005,11976466,12274005.0,11976466.0,$7/$18 per barrel
662,Barrels Produced,Taxable,2013,1,In kegs,1406771,1357207,1406771.0,1357207.0,$7/$18 per barrel
663,Barrels Produced,Taxable,2013,1,"Tax Determined, Premises Use",7310,7500,7310.0,7500.0,$7/$18 per barrel
664,Barrels Produced,Sub Total Taxable,2013,1,Sub Total Taxable,13688086,13341173,13688086.0,13341173.0,$7/$18 per barrel
665,Barrels Produced,Tax Free,2013,1,For export,350896,321546,350896.0,321546.0,$7/$18 per barrel
666,Barrels Produced,Tax Free,2013,1,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
667,Barrels Produced,Tax Free,2013,1,Consumed on brewery premises,1090,1093,1090.0,1093.0,$7/$18 per barrel
668,Barrels Produced,Sub Total Tax-Free,2013,1,Sub Total Tax-Free,351986,322639,351986.0,322639.0,$7/$18 per barrel
669,Barrels Produced,Totals,2013,1,Total Removals,14040072,13663812,14040072.0,13663812.0,$7/$18 per barrel
670,Barrels Produced,Totals,2013,1,Stocks On Hand end-of-month:,9882334,9928226,9882334.0,9928226.0,$7/$18 per barrel
671,Barrels Produced,Totals,2013,2,Production,14567652,15075952,29582976.0,30286441.0,$7/$18 per barrel
672,Barrels Produced,Taxable,2013,2,In bottles and cans,11634824,12357218,23913572.0,24333684.0,$7/$18 per barrel
673,Barrels Produced,Taxable,2013,2,In kegs,1267516,1385349,2675447.0,2742556.0,$7/$18 per barrel
674,Barrels Produced,Taxable,2013,2,"Tax Determined, Premises Use",6747,8215,14057.0,15715.0,$7/$18 per barrel
675,Barrels Produced,Sub Total Taxable,2013,2,Sub Total Taxable,12909087,13750782,26603076.0,27091955.0,$7/$18 per barrel
676,Barrels Produced,Tax Free,2013,2,For export,364352,357750,715248.0,679296.0,$7/$18 per barrel
677,Barrels Produced,Tax Free,2013,2,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
678,Barrels Produced,Tax Free,2013,2,Consumed on brewery premises,956,1173,2046.0,2266.0,$7/$18 per barrel
679,Barrels Produced,Sub Total Tax-Free,2013,2,Sub Total Tax-Free,365308,358923,717294.0,681562.0,$7/$18 per barrel
680,Barrels Produced,Totals,2013,2,Total Removals,13274395,14109705,27320370.0,27773517.0,$7/$18 per barrel
681,Barrels Produced,Totals,2013,2,Stocks On Hand end-of-month:,10500326,10179292,20387848.0,20107518.0,$7/$18 per barrel
682,Barrels Produced,Totals,2013,3,Production,16233849,17263607,45851048.0,47550912.0,$7/$18 per barrel
683,Barrels Produced,Taxable,2013,3,In bottles and cans,12988319,13806686,36924576.0,38140529.0,$7/$18 per barrel
684,Barrels Produced,Taxable,2013,3,In kegs,1590977,1729744,4272389.0,4472355.0,$7/$18 per barrel
685,Barrels Produced,Taxable,2013,3,"Tax Determined, Premises Use",135222,114318,149815.0,130033.0,$7/$18 per barrel
686,Barrels Produced,Sub Total Taxable,2013,3,Sub Total Taxable,14714518,15650748,41346780.0,42742917.0,$7/$18 per barrel
687,Barrels Produced,Tax Free,2013,3,For export,389026,416980,1104274.0,1096276.0,$7/$18 per barrel
688,Barrels Produced,Tax Free,2013,3,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
689,Barrels Produced,Tax Free,2013,3,Consumed on brewery premises,12078,8533,14158.0,10802.0,$7/$18 per barrel
690,Barrels Produced,Sub Total Tax-Free,2013,3,Sub Total Tax-Free,401104,425513,1118432.0,1107078.0,$7/$18 per barrel
691,Barrels Produced,Totals,2013,3,Total Removals,15115622,16076261,42465212.0,43849995.0,$7/$18 per barrel
692,Barrels Produced,Totals,2013,3,Stocks On Hand end-of-month:,10989474,10515710,31426035.0,30623852.0,$7/$18 per barrel
693,Barrels Produced,Totals,2013,4,Production,16253809,16703909,62110770.0,64254000.0,$7/$18 per barrel
694,Barrels Produced,Taxable,2013,4,In bottles and cans,13568681,13481539,50494027.0,51621765.0,$7/$18 per barrel
695,Barrels Produced,Taxable,2013,4,In kegs,1473897,1413822,5750703.0,5885847.0,$7/$18 per barrel
696,Barrels Produced,Taxable,2013,4,"Tax Determined, Premises Use",8817,7775,159287.0,137808.0,$7/$18 per barrel
697,Barrels Produced,Sub Total Taxable,2013,4,Sub Total Taxable,15051395,14903136,56404017.0,57645420.0,$7/$18 per barrel
698,Barrels Produced,Tax Free,2013,4,For export,419968,411898,1524242.0,1508174.0,$7/$18 per barrel
699,Barrels Produced,Tax Free,2013,4,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
700,Barrels Produced,Tax Free,2013,4,Consumed on brewery premises,1269,1230,15643.0,12032.0,$7/$18 per barrel
701,Barrels Produced,Sub Total Tax-Free,2013,4,Sub Total Tax-Free,421237,413128,1539885.0,1520206.0,$7/$18 per barrel
