,data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
231,Barrels Produced,Totals,2009,10,Production,15390957,15967129,168616822.0,171284195.0,$7/$18 per barrel
232,Barrels Produced,Taxable,2009,10,In bottles and cans,13028910,13548870,141715519.0,143295019.0,$7/$18 per barrel
233,Barrels Produced,Taxable,2009,10,In barrels and kegs,1381908,1407397,14600292.0,14583003.0,$7/$18 per barrel
234,Barrels Produced,Taxable,2009,10,"Tax Determined, Premises Use",6000,7551,324410.0,347240.0,$7/$18 per barrel
235,Barrels Produced,Sub Total Taxable,2009,10,Sub Total Taxable,14416818,14963818,156640221.0,158225262.0,$7/$18 per barrel
236,Barrels Produced,Tax Free,2009,10,For export,319415,358744,3298418.0,3400383.0,$7/$18 per barrel
237,Barrels Produced,Tax Free,2009,10,For vessels and aircraft,0,0,0.0,124.0,$7/$18 per barrel
238,Barrels Produced,Tax Free,2009,10,Consumed on brewery premises,727,803,29170.0,30304.0,$7/$18 per barrel
239,Barrels Produced,Sub Total Tax-Free,2009,10,Sub Total Tax-Free,320142,359547,3327588.0,3430811.0,$7/$18 per barrel
240,Barrels Produced,Totals,2009,10,Total Removals,14736960,15323365,159967809.0,161656073.0,$7/$18 per barrel
241,Barrels Produced,Totals,2009,10,Stocks On Hand end-of-month:,9637453,9871010,104176802.0,104147635.0,$7/$18 per barrel
242,Barrels Produced,Totals,2009,11,Production,13823950,14315941,182502709.0,185600868.0,$7/$18 per barrel
243,Barrels Produced,Taxable,2009,11,In bottles and cans,11491624,11900035,153219873.0,155195079.0,$7/$18 per barrel
244,Barrels Produced,Taxable,2009,11,In barrels and kegs,1243265,1230151,15867231.0,15813641.0,$7/$18 per barrel
245,Barrels Produced,Taxable,2009,11,"Tax Determined, Premises Use",5506,6575,336188.0,353895.0,$7/$18 per barrel
246,Barrels Produced,Sub Total Taxable,2009,11,Sub Total Taxable,12740395,13136761,169423292.0,171362615.0,$7/$18 per barrel
247,Barrels Produced,Tax Free,2009,11,For export,336206,363830,3644832.0,3764213.0,$7/$18 per barrel
248,Barrels Produced,Tax Free,2009,11,For vessels and aircraft,0,0,0.0,124.0,$7/$18 per barrel
249,Barrels Produced,Tax Free,2009,11,Consumed on brewery premises,727,616,31433.0,30878.0,$7/$18 per barrel
250,Barrels Produced,Sub Total Tax-Free,2009,11,Sub Total Tax-Free,336933,364446,3676265.0,3795215.0,$7/$18 per barrel
251,Barrels Produced,Totals,2009,11,Total Removals,13077328,13501207,173099557.0,175157830.0,$7/$18 per barrel
252,Barrels Produced,Totals,2009,11,Stocks On Hand end-of-month:,9652063,9903782,113924851.0,114051330.0,$7/$18 per barrel
253,Barrels Produced,Totals,2009,12,Production,13751709,14017202,196254418.0,199618070.0,$7/$18 per barrel
254,Barrels Produced,Taxable,2009,12,In bottles and cans,11814020,11686861,165033893.0,166881940.0,$7/$18 per barrel
255,Barrels Produced,Taxable,2009,12,In barrels and kegs,1376754,1433868,17243985.0,17247509.0,$7/$18 per barrel
256,Barrels Produced,Taxable,2009,12,"Tax Determined, Premises Use",99087,91004,435275.0,444899.0,$7/$18 per barrel
257,Barrels Produced,Sub Total Taxable,2009,12,Sub Total Taxable,13289861,13211733,182713153.0,184574348.0,$7/$18 per barrel
258,Barrels Produced,Tax Free,2009,12,For export,300591,333537,3945423.0,4097750.0,$7/$18 per barrel
259,Barrels Produced,Tax Free,2009,12,For vessels and aircraft,19,0,19.0,124.0,$7/$18 per barrel
260,Barrels Produced,Tax Free,2009,12,Consumed on brewery premises,5695,6902,37128.0,37780.0,$7/$18 per barrel
261,Barrels Produced,Sub Total Tax-Free,2009,12,Sub Total Tax-Free,306305,340439,3982570.0,4135654.0,$7/$18 per barrel
262,Barrels Produced,Totals,2009,12,Total Removals,13596166,13552172,186695723.0,188710002.0,$7/$18 per barrel
263,Barrels Produced,Totals,2009,12,Stocks On Hand end-of-month:,9147345,9787828,123072196.0,123839158.0,$7/$18 per barrel
264,Barrels Produced,Totals,2010,1,Production,15012331,16089611,15012331.0,16089611.0,$7/$18 per barrel
265,Barrels Produced,Taxable,2010,1,In bottles and cans,11908922,13081831,11908922.0,13081831.0,$7/$18 per barrel
266,Barrels Produced,Taxable,2010,1,In barrels and kegs,1245143,1230788,1245143.0,1230788.0,$7/$18 per barrel
267,Barrels Produced,Taxable,2010,1,"Tax Determined, Premises Use",5267,6033,5267.0,6033.0,$7/$18 per barrel
268,Barrels Produced,Sub Total Taxable,2010,1,Sub Total Taxable,13159332,14318652,13159332.0,14318652.0,$7/$18 per barrel
269,Barrels Produced,Tax Free,2010,1,For export,224066,334415,224066.0,334415.0,$7/$18 per barrel
270,Barrels Produced,Tax Free,2010,1,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
271,Barrels Produced,Tax Free,2010,1,Consumed on brewery premises,913,619,913.0,619.0,$7/$18 per barrel
272,Barrels Produced,Sub Total Tax-Free,2010,1,Sub Total Tax-Free,224979,335034,224979.0,335034.0,$7/$18 per barrel
273,Barrels Produced,Totals,2010,1,Total Removals,13384311,14653686,13384311.0,14653686.0,$7/$18 per barrel
274,Barrels Produced,Totals,2010,1,Stocks On Hand end-of-month:,9993268,10207721,9993268.0,10207721.0,$7/$18 per barrel
275,Barrels Produced,Totals,2010,2,Production,14297845,15238281,29311065.0,31328126.0,$7/$18 per barrel
276,Barrels Produced,Taxable,2010,2,In bottles and cans,11847648,12739731,23757061.0,25821562.0,$7/$18 per barrel
277,Barrels Produced,Taxable,2010,2,In barrels and kegs,1308677,1290827,2554198.0,2521724.0,$7/$18 per barrel
278,Barrels Produced,Taxable,2010,2,"Tax Determined, Premises Use",4736,5934,10003.0,11967.0,$7/$18 per barrel
279,Barrels Produced,Sub Total Taxable,2010,2,Sub Total Taxable,13161061,14036492,26321262.0,28355253.0,$7/$18 per barrel
280,Barrels Produced,Tax Free,2010,2,For export,263721,262123,487787.0,596559.0,$7/$18 per barrel
281,Barrels Produced,Tax Free,2010,2,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
282,Barrels Produced,Tax Free,2010,2,Consumed on brewery premises,719,467,1632.0,1083.0,$7/$18 per barrel
283,Barrels Produced,Sub Total Tax-Free,2010,2,Sub Total Tax-Free,264440,262590,489419.0,597642.0,$7/$18 per barrel
284,Barrels Produced,Totals,2010,2,Total Removals,13425501,14299082,26810681.0,28952895.0,$7/$18 per barrel
285,Barrels Produced,Totals,2010,2,Stocks On Hand end-of-month:,10137362,10493764,20131010.0,20701485.0,$7/$18 per barrel
286,Barrels Produced,Totals,2010,3,Production,16987652,17094274,46315568.0,48434962.0,$7/$18 per barrel
287,Barrels Produced,Taxable,2010,3,In bottles and cans,14212648,14167308,37983134.0,39996376.0,$7/$18 per barrel
288,Barrels Produced,Taxable,2010,3,In barrels and kegs,1658845,1497154,4214673.0,4020246.0,$7/$18 per barrel
289,Barrels Produced,Taxable,2010,3,"Tax Determined, Premises Use",101336,82923,111322.0,95016.0,$7/$18 per barrel
290,Barrels Produced,Sub Total Taxable,2010,3,Sub Total Taxable,15972829,15747385,42309129.0,44111638.0,$7/$18 per barrel
291,Barrels Produced,Tax Free,2010,3,For export,377355,300475,865142.0,897377.0,$7/$18 per barrel
292,Barrels Produced,Tax Free,2010,3,For vessels and aircraft,27,0,27.0,0.0,$7/$18 per barrel
293,Barrels Produced,Tax Free,2010,3,Consumed on brewery premises,6865,6980,8497.0,8071.0,$7/$18 per barrel
294,Barrels Produced,Sub Total Tax-Free,2010,3,Sub Total Tax-Free,384247,307455,873666.0,905448.0,$7/$18 per barrel
295,Barrels Produced,Totals,2010,3,Total Removals,16357076,16054840,43182795.0,45017086.0,$7/$18 per barrel
296,Barrels Produced,Totals,2010,3,Stocks On Hand end-of-month:,9966030,10607836,30107094.0,31330063.0,$7/$18 per barrel
297,Barrels Produced,Totals,2010,4,Production,17116136,17216410,63431704.0,65651372.0,$7/$18 per barrel
298,Barrels Produced,Taxable,2010,4,In bottles and cans,13758882,14384698,51742016.0,54381074.0,$7/$18 per barrel
299,Barrels Produced,Taxable,2010,4,In barrels and kegs,1486282,1504016,5700955.0,5524262.0,$7/$18 per barrel
300,Barrels Produced,Taxable,2010,4,"Tax Determined, Premises Use",5972,5798,117294.0,100814.0,$7/$18 per barrel
301,Barrels Produced,Sub Total Taxable,2010,4,Sub Total Taxable,15251136,15894512,57560265.0,60006150.0,$7/$18 per barrel
302,Barrels Produced,Tax Free,2010,4,For export,397695,295526,1262837.0,1192903.0,$7/$18 per barrel
303,Barrels Produced,Tax Free,2010,4,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
304,Barrels Produced,Tax Free,2010,4,Consumed on brewery premises,748,768,9245.0,8839.0,$7/$18 per barrel
305,Barrels Produced,Sub Total Tax-Free,2010,4,Sub Total Tax-Free,398443,296294,1272109.0,1201742.0,$7/$18 per barrel
306,Barrels Produced,Totals,2010,4,Total Removals,15649579,16190806,58832374.0,61207892.0,$7/$18 per barrel
307,Barrels Produced,Totals,2010,4,Stocks On Hand end-of-month:,10388463,10738660,40495557.0,42068723.0,$7/$18 per barrel
308,Barrels Produced,Totals,2010,5,Production,18517551,18417624,81951158.0,84070206.0,$7/$18 per barrel
309,Barrels Produced,Taxable,2010,5,In bottles and cans,15066715,15393903,66810080.0,69775778.0,$7/$18 per barrel
310,Barrels Produced,Taxable,2010,5,In barrels and kegs,1507136,1474095,7209337.0,6998722.0,$7/$18 per barrel
311,Barrels Produced,Taxable,2010,5,"Tax Determined, Premises Use",5916,5763,123210.0,106577.0,$7/$18 per barrel
312,Barrels Produced,Sub Total Taxable,2010,5,Sub Total Taxable,16579767,16873761,74142627.0,76881077.0,$7/$18 per barrel
313,Barrels Produced,Tax Free,2010,5,For export,359192,338519,1622029.0,1531422.0,$7/$18 per barrel
314,Barrels Produced,Tax Free,2010,5,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
315,Barrels Produced,Tax Free,2010,5,Consumed on brewery premises,895,862,10140.0,9706.0,$7/$18 per barrel
316,Barrels Produced,Sub Total Tax-Free,2010,5,Sub Total Tax-Free,360087,339381,1632196.0,1541128.0,$7/$18 per barrel
317,Barrels Produced,Totals,2010,5,Total Removals,16939854,17213142,75774823.0,78422205.0,$7/$18 per barrel
318,Barrels Produced,Totals,2010,5,Stocks On Hand end-of-month:,11034557,11022655,51530936.0,53092719.0,$7/$18 per barrel
319,Barrels Produced,Totals,2010,6,Production,18667697,18258249,100618857.0,102433359.0,$7/$18 per barrel
320,Barrels Produced,Taxable,2010,6,In bottles and cans,15624610,15392420,82434690.0,85200174.0,$7/$18 per barrel
321,Barrels Produced,Taxable,2010,6,In barrels and kegs,1717761,1661000,8927100.0,8669716.0,$7/$18 per barrel
322,Barrels Produced,Taxable,2010,6,"Tax Determined, Premises Use",112498,87133,235732.0,197141.0,$7/$18 per barrel
323,Barrels Produced,Sub Total Taxable,2010,6,Sub Total Taxable,17454869,17140553,91597522.0,94067031.0,$7/$18 per barrel
324,Barrels Produced,Tax Free,2010,6,For export,421907,356256,2043936.0,1888868.0,$7/$18 per barrel
325,Barrels Produced,Tax Free,2010,6,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
326,Barrels Produced,Tax Free,2010,6,Consumed on brewery premises,7327,6660,17467.0,16468.0,$7/$18 per barrel
327,Barrels Produced,Sub Total Tax-Free,2010,6,Sub Total Tax-Free,429234,362916,2061430.0,1905336.0,$7/$18 per barrel
328,Barrels Produced,Totals,2010,6,Total Removals,17884103,17503469,93658952.0,95972367.0,$7/$18 per barrel
329,Barrels Produced,Totals,2010,6,Stocks On Hand end-of-month:,10878307,10843329,62409239.0,63999713.0,$7/$18 per barrel
330,Barrels Produced,Totals,2010,7,Production,18173291,17954037,118793961.0,120449369.0,$7/$18 per barrel
331,Barrels Produced,Taxable,2010,7,In bottles and cans,15254822,15496866,97690009.0,100725323.0,$7/$18 per barrel
332,Barrels Produced,Taxable,2010,7,In barrels and kegs,1472824,1485738,10400561.0,10174778.0,$7/$18 per barrel
333,Barrels Produced,Taxable,2010,7,"Tax Determined, Premises Use",7120,6970,243171.0,210486.0,$7/$18 per barrel
334,Barrels Produced,Sub Total Taxable,2010,7,Sub Total Taxable,16734766,16989574,108333741.0,111110587.0,$7/$18 per barrel
335,Barrels Produced,Tax Free,2010,7,For export,371171,457739,2415107.0,2347528.0,$7/$18 per barrel
336,Barrels Produced,Tax Free,2010,7,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
337,Barrels Produced,Tax Free,2010,7,Consumed on brewery premises,1106,1313,18755.0,18737.0,$7/$18 per barrel
338,Barrels Produced,Sub Total Tax-Free,2010,7,Sub Total Tax-Free,372277,459052,2433889.0,2366265.0,$7/$18 per barrel
339,Barrels Produced,Totals,2010,7,Total Removals,17107043,17448626,110767630.0,113476852.0,$7/$18 per barrel
340,Barrels Produced,Totals,2010,7,Stocks On Hand end-of-month:,10930962,10459622,73340954.0,74522898.0,$7/$18 per barrel
341,Barrels Produced,Totals,2010,8,Production,17633678,16706135,136429789.0,137155504.0,$7/$18 per barrel
342,Barrels Produced,Taxable,2010,8,In bottles and cans,15357493,14284174,113048226.0,115009497.0,$7/$18 per barrel
343,Barrels Produced,Taxable,2010,8,In barrels and kegs,1518152,1428279,11919816.0,11603057.0,$7/$18 per barrel
344,Barrels Produced,Taxable,2010,8,"Tax Determined, Premises Use",6839,5647,250688.0,216133.0,$7/$18 per barrel
345,Barrels Produced,Sub Total Taxable,2010,8,Sub Total Taxable,16882484,15718100,125218730.0,126828687.0,$7/$18 per barrel
346,Barrels Produced,Tax Free,2010,8,For export,312781,333648,2727888.0,2681176.0,$7/$18 per barrel
347,Barrels Produced,Tax Free,2010,8,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
348,Barrels Produced,Tax Free,2010,8,Consumed on brewery premises,1126,1115,19881.0,19852.0,$7/$18 per barrel
349,Barrels Produced,Sub Total Tax-Free,2010,8,Sub Total Tax-Free,313907,334763,2747796.0,2701028.0,$7/$18 per barrel
350,Barrels Produced,Totals,2010,8,Total Removals,17196391,16052863,127966526.0,129529715.0,$7/$18 per barrel
351,Barrels Produced,Totals,2010,8,Stocks On Hand end-of-month:,10412183,10143218,83755638.0,84666116.0,$7/$18 per barrel
352,Barrels Produced,Totals,2010,9,Production,15684644,16007178,152116535.0,153205951.0,$7/$18 per barrel
353,Barrels Produced,Taxable,2010,9,In bottles and cans,13213621,13643212,126262093.0,128675836.0,$7/$18 per barrel
354,Barrels Produced,Taxable,2010,9,In barrels and kegs,1623762,1595488,13545384.0,13212984.0,$7/$18 per barrel
355,Barrels Produced,Taxable,2010,9,"Tax Determined, Premises Use",125524,93891,376524.0,315484.0,$7/$18 per barrel
356,Barrels Produced,Sub Total Taxable,2010,9,Sub Total Taxable,14962907,15332591,140184001.0,142204304.0,$7/$18 per barrel
357,Barrels Produced,Tax Free,2010,9,For export,337550,297696,3065438.0,2979003.0,$7/$18 per barrel
358,Barrels Produced,Tax Free,2010,9,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
359,Barrels Produced,Tax Free,2010,9,Consumed on brewery premises,6613,8471,26499.0,28308.0,$7/$18 per barrel
360,Barrels Produced,Sub Total Tax-Free,2010,9,Sub Total Tax-Free,344163,306167,3091964.0,3007311.0,$7/$18 per barrel
361,Barrels Produced,Totals,2010,9,Total Removals,15307070,15638758,143275965.0,145211615.0,$7/$18 per barrel
362,Barrels Produced,Totals,2010,9,Stocks On Hand end-of-month:,10049446,9805959,93807068.0,94520538.0,$7/$18 per barrel
363,Barrels Produced,Totals,2010,10,Production,15105702,15390957,167222237.0,168616822.0,$7/$18 per barrel
364,Barrels Produced,Taxable,2010,10,In bottles and cans,12458328,13028910,138720421.0,141715519.0,$7/$18 per barrel
365,Barrels Produced,Taxable,2010,10,In barrels and kegs,1357309,1381908,14902693.0,14600292.0,$7/$18 per barrel
366,Barrels Produced,Taxable,2010,10,"Tax Determined, Premises Use",6888,6000,383412.0,324410.0,$7/$18 per barrel
367,Barrels Produced,Sub Total Taxable,2010,10,Sub Total Taxable,13822525,14416818,154006526.0,156640221.0,$7/$18 per barrel
368,Barrels Produced,Tax Free,2010,10,For export,332671,319415,3398109.0,3298418.0,$7/$18 per barrel
369,Barrels Produced,Tax Free,2010,10,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
370,Barrels Produced,Tax Free,2010,10,Consumed on brewery premises,1006,727,27505.0,29170.0,$7/$18 per barrel
371,Barrels Produced,Sub Total Tax-Free,2010,10,Sub Total Tax-Free,333677,320142,3425641.0,3327588.0,$7/$18 per barrel
372,Barrels Produced,Totals,2010,10,Total Removals,14156202,14736960,157432167.0,159967809.0,$7/$18 per barrel
373,Barrels Produced,Totals,2010,10,Stocks On Hand end-of-month:,10057604,9637453,103864672.0,104176802.0,$7/$18 per barrel
374,Barrels Produced,Totals,2010,11,Production,14281010,13823950,181506566.0,182502709.0,$7/$18 per barrel
375,Barrels Produced,Taxable,2010,11,In bottles and cans,11950035,11491624,150670864.0,153219873.0,$7/$18 per barrel
376,Barrels Produced,Taxable,2010,11,In barrels and kegs,1338822,1243265,16243783.0,15867231.0,$7/$18 per barrel
377,Barrels Produced,Taxable,2010,11,"Tax Determined, Premises Use",6891,5506,391230.0,336188.0,$7/$18 per barrel
378,Barrels Produced,Sub Total Taxable,2010,11,Sub Total Taxable,13295748,12740395,167305877.0,169423292.0,$7/$18 per barrel
379,Barrels Produced,Tax Free,2010,11,For export,352475,336206,3720222.0,3644832.0,$7/$18 per barrel
380,Barrels Produced,Tax Free,2010,11,For vessels and aircraft,0,0,27.0,0.0,$7/$18 per barrel
381,Barrels Produced,Tax Free,2010,11,Consumed on brewery premises,747,727,28252.0,31433.0,$7/$18 per barrel
382,Barrels Produced,Sub Total Tax-Free,2010,11,Sub Total Tax-Free,353222,336933,3748501.0,3676265.0,$7/$18 per barrel
383,Barrels Produced,Totals,2010,11,Total Removals,13648970,13077328,171054378.0,173099557.0,$7/$18 per barrel
384,Barrels Produced,Totals,2010,11,Stocks On Hand end-of-month:,9956855,9652063,113823759.0,113924851.0,$7/$18 per barrel
385,Barrels Produced,Totals,2010,12,Production,13666294,13751709,195180188.0,196254418.0,$7/$18 per barrel
386,Barrels Produced,Taxable,2010,12,In bottles and cans,12290553,11814020,162965841.0,165033893.0,$7/$18 per barrel
387,Barrels Produced,Taxable,2010,12,In barrels and kegs,1465815,1376754,17712468.0,17243985.0,$7/$18 per barrel
388,Barrels Produced,Taxable,2010,12,"Tax Determined, Premises Use",114262,99087,507393.0,435275.0,$7/$18 per barrel
389,Barrels Produced,Sub Total Taxable,2010,12,Sub Total Taxable,13870630,13289861,181185702.0,182713153.0,$7/$18 per barrel
390,Barrels Produced,Tax Free,2010,12,For export,330460,300591,4050682.0,3945423.0,$7/$18 per barrel
391,Barrels Produced,Tax Free,2010,12,For vessels and aircraft,0,19,27.0,19.0,$7/$18 per barrel
392,Barrels Produced,Tax Free,2010,12,Consumed on brewery premises,6237,5695,34577.0,37128.0,$7/$18 per barrel
393,Barrels Produced,Sub Total Tax-Free,2010,12,Sub Total Tax-Free,336697,306305,4085286.0,3982570.0,$7/$18 per barrel
394,Barrels Produced,Totals,2010,12,Total Removals,14207327,13596166,185270988.0,186695723.0,$7/$18 per barrel
395,Barrels Produced,Totals,2010,12,Stocks On Hand end-of-month:,8758741,9147345,122587939.0,123072196.0,$7/$18 per barrel
396,Barrels Produced,Totals,2011,1,Production,14981472,15012331,14981472.0,15012331.0,$7/$18 per barrel
397,Barrels Produced,Taxable,2011,1,In bottles and cans,11571819,11908922,11571819.0,11908922.0,$7/$18 per barrel
398,Barrels Produced,Taxable,2011,1,In barrels and kegs,1245125,1245143,1245125.0,1245143.0,$7/$18 per barrel
399,Barrels Produced,Taxable,2011,1,"Tax Determined, Premises Use",5989,5267,5989.0,5267.0,$7/$18 per barrel
400,Barrels Produced,Sub Total Taxable,2011,1,Sub Total Taxable,12822933,13159332,12822933.0,13159332.0,$7/$18 per barrel
401,Barrels Produced,Tax Free,2011,1,For export,264669,224066,264669.0,224066.0,$7/$18 per barrel
402,Barrels Produced,Tax Free,2011,1,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
403,Barrels Produced,Tax Free,2011,1,Consumed on brewery premises,886,913,886.0,913.0,$7/$18 per barrel
404,Barrels Produced,Sub Total Tax-Free,2011,1,Sub Total Tax-Free,265555,224979,265555.0,224979.0,$7/$18 per barrel
405,Barrels Produced,Totals,2011,1,Total Removals,13088488,13384311,13088488.0,13384311.0,$7/$18 per barrel
406,Barrels Produced,Totals,2011,1,Stocks On Hand end-of-month:,9896961,9993268,9896961.0,9993268.0,$7/$18 per barrel
407,Barrels Produced,Totals,2011,2,Production,14350832,14297845,29336751.0,29311065.0,$7/$18 per barrel
408,Barrels Produced,Taxable,2011,2,In bottles and cans,11509264,11847648,23083906.0,23757061.0,$7/$18 per barrel
409,Barrels Produced,Taxable,2011,2,In barrels and kegs,1234147,1308677,2480902.0,2554198.0,$7/$18 per barrel
410,Barrels Produced,Taxable,2011,2,"Tax Determined, Premises Use",6036,4736,12430.0,10003.0,$7/$18 per barrel
411,Barrels Produced,Sub Total Taxable,2011,2,Sub Total Taxable,12749447,13161061,25577238.0,26321262.0,$7/$18 per barrel
412,Barrels Produced,Tax Free,2011,2,For export,279150,263721,543819.0,487787.0,$7/$18 per barrel
413,Barrels Produced,Tax Free,2011,2,For vessels and aircraft,0,0,0.0,0.0,$7/$18 per barrel
414,Barrels Produced,Tax Free,2011,2,Consumed on brewery premises,942,719,1710.0,1632.0,$7/$18 per barrel
415,Barrels Produced,Sub Total Tax-Free,2011,2,Sub Total Tax-Free,280092,264440,545529.0,489419.0,$7/$18 per barrel
416,Barrels Produced,Totals,2011,2,Total Removals,13029539,13425501,26122767.0,26810681.0,$7/$18 per barrel
417,Barrels Produced,Totals,2011,2,Stocks On Hand end-of-month:,10257864,10137362,20159974.0,20131010.0,$7/$18 per barrel
418,Barrels Produced,Totals,2011,3,Production,17691527,16987652,46947523.0,46315568.0,$7/$18 per barrel
419,Barrels Produced,Taxable,2011,3,In bottles and cans,14516040,14212648,37524157.0,37983134.0,$7/$18 per barrel
420,Barrels Produced,Taxable,2011,3,In barrels and kegs,1726446,1658845,4179886.0,4214673.0,$7/$18 per barrel
421,Barrels Produced,Taxable,2011,3,"Tax Determined, Premises Use",103125,101336,116146.0,111322.0,$7/$18 per barrel
422,Barrels Produced,Sub Total Taxable,2011,3,Sub Total Taxable,16345611,15972829,41820189.0,42309129.0,$7/$18 per barrel
423,Barrels Produced,Tax Free,2011,3,For export,387393,377355,932637.0,865142.0,$7/$18 per barrel
424,Barrels Produced,Tax Free,2011,3,For vessels and aircraft,2,27,2.0,27.0,$7/$18 per barrel
425,Barrels Produced,Tax Free,2011,3,Consumed on brewery premises,6185,6865,7904.0,8497.0,$7/$18 per barrel
426,Barrels Produced,Sub Total Tax-Free,2011,3,Sub Total Tax-Free,393580,384247,940543.0,873666.0,$7/$18 per barrel
427,Barrels Produced,Totals,2011,3,Total Removals,16739191,16357076,42760732.0,43182795.0,$7/$18 per barrel
428,Barrels Produced,Totals,2011,3,Stocks On Hand end-of-month:,10376631,9966030,30412944.0,30107094.0,$7/$18 per barrel
429,Barrels Produced,Totals,2011,4,Production,16635495,17116136,63583018.0,63431704.0,$7/$18 per barrel
430,Barrels Produced,Taxable,2011,4,In bottles and cans,13385656,13758882,50909813.0,51742016.0,$7/$18 per barrel
431,Barrels Produced,Taxable,2011,4,In barrels and kegs,1429143,1486282,5609029.0,5700955.0,$7/$18 per barrel
432,Barrels Produced,Taxable,2011,4,"Tax Determined, Premises Use",6960,5972,123106.0,117294.0,$7/$18 per barrel
433,Barrels Produced,Sub Total Taxable,2011,4,Sub Total Taxable,14821759,15251136,56641948.0,57560265.0,$7/$18 per barrel
434,Barrels Produced,Tax Free,2011,4,For export,376059,397695,1308696.0,1262837.0,$7/$18 per barrel
435,Barrels Produced,Tax Free,2011,4,For vessels and aircraft,61,0,63.0,27.0,$7/$18 per barrel
436,Barrels Produced,Tax Free,2011,4,Consumed on brewery premises,1089,748,8993.0,9245.0,$7/$18 per barrel
437,Barrels Produced,Sub Total Tax-Free,2011,4,Sub Total Tax-Free,377209,398443,1317752.0,1272109.0,$7/$18 per barrel
438,Barrels Produced,Totals,2011,4,Total Removals,15198968,15649579,57959700.0,58832374.0,$7/$18 per barrel
439,Barrels Produced,Totals,2011,4,Stocks On Hand end-of-month:,10898765,10388463,41311709.0,40495557.0,$7/$18 per barrel
440,Barrels Produced,Totals,2011,5,Production,17630236,18517551,81253886.0,81951158.0,$7/$18 per barrel
441,Barrels Produced,Taxable,2011,5,In bottles and cans,14615283,15066715,65517924.0,66810080.0,$7/$18 per barrel
442,Barrels Produced,Taxable,2011,5,In barrels and kegs,1483857,1507136,7109143.0,7209337.0,$7/$18 per barrel
443,Barrels Produced,Taxable,2011,5,"Tax Determined, Premises Use",6589,5916,132435.0,123210.0,$7/$18 per barrel
444,Barrels Produced,Sub Total Taxable,2011,5,Sub Total Taxable,16105729,16579767,72759502.0,74142627.0,$7/$18 per barrel
445,Barrels Produced,Tax Free,2011,5,For export,394035,359192,1704494.0,1622029.0,$7/$18 per barrel
446,Barrels Produced,Tax Free,2011,5,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
447,Barrels Produced,Tax Free,2011,5,Consumed on brewery premises,1458,895,10523.0,10140.0,$7/$18 per barrel
448,Barrels Produced,Sub Total Tax-Free,2011,5,Sub Total Tax-Free,395493,360087,1715080.0,1632196.0,$7/$18 per barrel
449,Barrels Produced,Totals,2011,5,Total Removals,16501222,16939854,74474582.0,75774823.0,$7/$18 per barrel
450,Barrels Produced,Totals,2011,5,Stocks On Hand end-of-month:,11178285,11034557,52506856.0,51530936.0,$7/$18 per barrel
451,Barrels Produced,Totals,2011,6,Production,18060561,18667697,99342266.0,100618857.0,$7/$18 per barrel
452,Barrels Produced,Taxable,2011,6,In bottles and cans,15726720,15624610,81256241.0,82434690.0,$7/$18 per barrel
453,Barrels Produced,Taxable,2011,6,In barrels and kegs,1718331,1717761,8839510.0,8927100.0,$7/$18 per barrel
454,Barrels Produced,Taxable,2011,6,"Tax Determined, Premises Use",106228,112498,241512.0,235732.0,$7/$18 per barrel
455,Barrels Produced,Sub Total Taxable,2011,6,Sub Total Taxable,17551279,17454869,90337263.0,91597522.0,$7/$18 per barrel
456,Barrels Produced,Tax Free,2011,6,For export,391694,421907,2096216.0,2043936.0,$7/$18 per barrel
457,Barrels Produced,Tax Free,2011,6,For vessels and aircraft,0,0,63.0,27.0,$7/$18 per barrel
458,Barrels Produced,Tax Free,2011,6,Consumed on brewery premises,6730,7327,17371.0,17467.0,$7/$18 per barrel
459,Barrels Produced,Sub Total Tax-Free,2011,6,Sub Total Tax-Free,398424,429234,2113650.0,2061430.0,$7/$18 per barrel
460,Barrels Produced,Totals,2011,6,Total Removals,17949703,17884103,92450913.0,93658952.0,$7/$18 per barrel
461,Barrels Produced,Totals,2011,6,Stocks On Hand end-of-month:,10467350,10878307,62996527.0,62409239.0,$7/$18 per barrel
462,Barrels Produced,Totals,2011,7,Production,16828182,18173291,116255569.0,118793961.0,$7/$18 per barrel
463,Barrels Produced,Taxable,2011,7,In bottles and cans,13839549,15254822,95128524.0,97690009.0,$7/$18 per barrel
464,Barrels Produced,Taxable,2011,7,In barrels and kegs,1385067,1472824,10259795.0,10400561.0,$7/$18 per barrel
465,Barrels Produced,Taxable,2011,7,"Tax Determined, Premises Use",6825,7120,255206.0,243171.0,$7/$18 per barrel
